item_code,brand,pack,company,catg,subcatg,mrp
1197093,SILASIA DS OINT 30GM,,AJANTA-[ ZILLION ],,,90
1197095,MINTOP EVA SOL 60ML,,DR.REDDY^S LABORATORIES LTD.,,,984.75
1197098,STAPHONEX INJ 1GM,,FUSION HEALTHCARE,,,749
1197100,PANSTAL PLUS CAP 1*10,,CIPLA LTD.,,,180
1197102,ACTIVSTART UNOBIOTICS 1GM,,CIPLA LTD.,,,45
1197104,COFSILS COUGH SYP 100ML,,CIPLA ( IMPULSE-2 ),,,82
1197106,ANSOLONE-500 1,,ANG LIFESCIENCES PVT LTD,,,448.8
1197108,C-GOD 1GM 1,,ANG LIFESCIENCES PVT LTD,,,52.35
1197111,TECZINE 10MG 1*10,,(RANBAXY),,,229
1197113,CALCIROL GRANUELS 1GM,,CADILA,,,59
1197115,SILVEREX HEAL 50GM 50GM,,SUN PHARMA CLASSIC,,,297
1197117,SYNTRAN-200 MG 1*10,,GLENMARK (GRACEWELL),,,240
1197121,GLIMULIN-2-MF 1*15,,(GLENMARK),,,257
1197123,GLIMULIN-2-MF FORTE 1*15,,(GLENMARK),,,266
1197125,GLIMULIN-MV-2 1*10,,(GLENMARK),,,125
1197127,AZARBI-40MG 1*10,,(DRL),,,139
1197129,BISPEC-5MG 1*15,,(DRL),,,532.4
1197131,GLIMY M-1 TAB 1*15,,(DRL),,,146.25
1197133,KIDRICH D-3 DROPS  15ML,,(DRL),,,124.35
1197135,MINTOP FORTE 5%(120ML) 120ML,,(DRL),,,1513
1197137,MUCOLITE LS SYP  100ML,,(DRL),,,86.5
1197139,RUPANEX TAB 1*10,,(DRL),,,94.5
1197141,SIBOFIX 200 1*10,,(DRL),,,156.5
1197143,STAMACE-2.5 1*10,,(DRL),,,78
1197145,TABI 50 MG 1*10,,DR.REDDY-[ FUTURA LEO ],,,448.17
1197147,TELSARTAN 80 1*14,,DR.REDDY-[ ZENURA-1 ],,,143
1197150,GORGEUS FACE CLEANSER 100GM,,AJANTA-[ AXYS ],,,357
1197156,LIZROX TAB 1*10,,STANLEY HEALTHCARE PVT.LTD.,,,649
1197158,MUMFER-MAX 1*10,,GLENMARK INTERGRACE G@G,,,257
1197161,SCABOMA CT LOT 100ML,,GLENMARK-[ MILIEUS ],,,87
1197162,SCABOMA CT LOT 50ML,,GLENMARK-[ MILIEUS ],,,58
1197164,ASAR CT-40/6.25 1*10,,GLENMARK-[ ZOLTAN CARE ],,,128
1197166,PROSTADO TAB 1*10,,DIOS LIFESCIENCES,,,70.4
1197168,AFPIN CL CAPS 1*10,,ZUVENTUS-( ODENEA ),,,195
1197171,FLAVOMARK TAB 1*10,,DIRECT(UNIMARCK HEALTHCARE LTD.),,,105
1197173,CL 3.1 GM 1 VAIL,,(GEN.),,,909
1197176,FAROBACT 300 ER 1*6,,CIPLA-( INSPIRA ),,,629.2
1197180,ATOCOR CV10 1*10,,DR.REDDY^S LABORATORIES LTD.,,,177.75
1197181,ATOCOR CV10 1*10,,DR.REDDY^S LABORATORIES LTD.,,,125
1197184,NUTRIMUNE PLUS 200GM,,CIPLA-( SUPRACARE ),,,350
1197186,MIDACIP 0.5ML NASAL SPRY 1*16MD,,CIPLA-( IMPULSE ),,,450.53
1197188,ADAFERIN 0.1% GEL 15GM,,GALDERMA,,,284
1197189,ARCOLANE SCALPE SOL 60ML,,GALDERMA,,,287.8
1197190,BENZAC AC 2.5% GEL 30GM,,GALDERMA,,,137.3
1197191,BENZAC AC 5% GEL 30GM,,GALDERMA,,,295
1197192,BILUMA CREAM 15GM,,GALDERMA,,,570
1197194,CETAPHIL BAR 75GM,,GALDERMA,,,195
1197196,CETAPHIL MOIS CR 80GM,,GALDERMA,,,465
1197197,CETAPHIL DAM 100GM,,GALDERMA,,,475
1197198,CETAPHIL DAM 30GM,,GALDERMA,,,210
1197199,CETAPHIL GENT.SKIN CLEAN 250ML,,GALDERMA,,,563
1197200,CETAPHIL GENTLE SKIN CLN 125ML,,GALDERMA,,,305
1197201,CETAPHIL MOIS LOT 250ML,,GALDERMA,,,965
1197202,CETAPHIL MOIS LOT 100ML,,GALDERMA,,,445
1197204,CETAPHIL OS 125ML,,GALDERMA,,,545
1197205,CETAPHIL REST M LOT 295ML,,GALDERMA,,,1960
1197206,CETAPHIL REST.B WASH 295ML,,GALDERMA,,,1400
1197207,DESOWEN CREAM 10GM,,GALDERMA,,,218
1197208,DESOWEN LOT 30ML,,GALDERMA,,,240
1197209,EFADERM CREAM 60GM,,GALDERMA,,,228
1197210,EFFICORT CREAM 10GM,,GALDERMA,,,193.2
1197211,EPIDUO GEL 15GM,,GALDERMA,,,459.3
1197212,IONAX T SCALP SOL 60ML,,GALDERMA,,,307
1197215,LOCERYL CREAM 10GM,,GALDERMA,,,173
1197216,LOCERYL NAIL LACOR2.5 2.5ML,,GALDERMA,,,583
1197217,MINO QILIB 60ML,,GALDERMA,,,951
1197218,QILIB MEN TOPICAL LOT 80ML,,GALDERMA,,,1565
1197219,SOAPEX BAR 75GM,,GALDERMA,,,135
1197220,TRILUMA CREAM 15GM,,GALDERMA,,,592
1197221,TRILUMA RD 15GM,,GALDERMA,,,474.39
1197223,PIORIDE 1MG 1*10,,ALEMBIC-( ENTERON-GASTRO ),,,149
1197224,PIORIDE 2MG 1*10,,ALEMBIC-( ENTERON-GASTRO ),,,300.7
1197226,ZILOKEM 20MG 1*10,,ALKEM-(*MEDIVA ),,,43
1197228,FARONEM ER 1*10,,SUN PHARMA=[ PHARMA-LIFE ],,,1195
1197230,CUTINORM BAT BAR 100GM,,IPCA=( BIONOVA ),,,159
1197232,NEBESEL 5 1*10,,ZUVENTUS LIFESTYLE,,,97.8
1197235,ZUVOG TRIO 1 TAB 1*10,,ZUVENTUS LIFESTYLE,,,92.55
1197236,ZUVOG TRIO 2 TAB 1*10,,ZUVENTUS LIFESTYLE,,,141.7
1197238,MOSART GRANULES SACHET 2GM,,CADILA PHARMACEUTICAL,,,95
1197240,VOLGA R 0.5/0.3MG 1*10,,AJANTA-[INOVIO],,,98.5
1197241,VOLGA R 1/0.3MG 1*10,,AJANTA-[INOVIO],,,156.5
1197243,METUP TAB 1*10,,AJANTA-[ AUREUS ],,,117
1197245,ZILTAX-80MG 1*10,,AJANTA-[ AUREUS ],,,202.5
1197248,CANDID CREAM 50GM,,GLENMARK-[ PHARMA ],,,152.88
1197250,V.WASH WOW ULTRA XL16,,GLENMARK {CONSUMER CARE},,,195
1197251,V.WASH WOW ULTRA XL5,,GLENMARK {CONSUMER CARE},,,60
1197252,V.WASH WOW MAXI XL 16S,,GLENMARK {CONSUMER CARE},,,195
1197253,V.WASH WOW MAXI XL 5S,,GLENMARK {CONSUMER CARE},,,60
1197255,V.WASH WOW MAXI L16S,,GLENMARK {CONSUMER CARE},,,165
1197256,V.WASH WOW ULTRA R16,,GLENMARK {CONSUMER CARE},,,145
1197257,V.WASH WOW ULTRA R5,,GLENMARK {CONSUMER CARE},,,50
1197258,V.WASH WOW ULTRA L16,,GLENMARK {CONSUMER CARE},,,165
1197259,V.WASH WOW ULTRA L5,,GLENMARK {CONSUMER CARE},,,55
1197260,V.WASH WOW MAXI R16S,,GLENMARK {CONSUMER CARE},,,145
1197261,V.WASH WOW MAXI R5S,,GLENMARK {CONSUMER CARE},,,50
1197265,CLAMP (SUSP) 30ML,,(DRL),,,60.48
1197267,ROZAT F-10 1*10,,(DRL),,,249.75
1197269,STAMLO-10MG 1*30,,(DRL),,,159.5
1197272,TELSARTAN 80 1*14,,(DRL),,,153.79
1197274,TELSARTAN CT 40 1*10,,(DRL),,,108
1197276,UBICON 1*10,,UNICON LIFESCIENCES,,,365
1197277,UBICON PLUS 1*10,,UNICON LIFESCIENCES,,,650
1197278,KEROVIT SF SYP 200ML,,UNICON LIFESCIENCES,,,120
1197279,KEROVIT PLUS 1*10,,UNICON LIFESCIENCES,,,125
1197280,ITOCON 100 1*6,,UNICON LIFESCIENCES,,,90
1197282,ITOCON 200 1*6,,UNICON LIFESCIENCES,,,146
1197283,TENDORITE 1*15,,UNICON LIFESCIENCES,,,279
1197284,TENDORITE SACHET 15GM,,UNICON LIFESCIENCES,,,105
1197285,AZIHAR-500 1*3,,UNICON LIFESCIENCES,,,64.9
1197286,CALFINE-AB LOTION 50ML,,UNICON LIFESCIENCES,,,125
1197287,CHICON T 1*10,,UNICON LIFESCIENCES,,,160
1197288,FO 369 1*10,,UNICON LIFESCIENCES,,,135
1197290,FROXTIL CV 1*6,,UNICON LIFESCIENCES,,,354
1197291,LEBEST-M TAB 1*10,,UNICON LIFESCIENCES,,,95
1197292,PANTOHAR-D 1*10,,UNICON LIFESCIENCES,,,80
1197293,RABIHAR-LS 1*10,,UNICON LIFESCIENCES,,,165
1197295,UNAC MR 1*10,,UNICON LIFESCIENCES,,,75
1197296,UNILAX SYP 200ML,,UNICON LIFESCIENCES,,,224
1197297,VAGIBEST SOL 100ML,,UNICON LIFESCIENCES,,,159
1197298,VERCON-16 1*10,,UNICON LIFESCIENCES,,,75
1197300,VERCON-24 1*10,,UNICON LIFESCIENCES,,,105
1197301,CARNICON-500 1*10,,UNICON LIFESCIENCES,,,319
1197302,FLUBEST-150 1TAB,,UNICON LIFESCIENCES,,,15
1197303,DRUFFNIL SHAMPOO 100ML,,UNICON LIFESCIENCES,,,165
1197305,UTCEF O 1*10,,UNICON LIFESCIENCES,,,129
1197306,UTCE-200DT 1*10,,UNICON LIFESCIENCES,,,93
1197307,UNAC SP 1*10,,UNICON LIFESCIENCES,,,85
1197308,CUFRID SYP 100ML,,UNICON LIFESCIENCES,,,72
1197309,UNIVENT-PD SYP 100ML,,UNICON LIFESCIENCES,,,64
1197310,MOXICON-CV SYP 30ML,,UNICON LIFESCIENCES,,,53.5
1197312,CREMAFFIN FRESH 1*10,,ABBOTT INDIA LIMITED,,,12.04
1197314,BRUFEN ACTIVE 30GM,,ABBOTT INDIA LIMITED,,,85
1197317,DABIGZA 110MG 1*14,,GLENMARK-[ ZOLTAN ],,,419.3
1197318,DABIGZA 150MG 1*10,,GLENMARK-[ ZOLTAN ],,,330
1197320,RABIVAX-S 1,,SERUM INSTITUTE OF INDIA,,,398.7
1197324,DEW DERM-AD BODY WASH 100ML,,MENARINI PRIMARY CARE,,,310
1197326,RETOZ MR-4 1*10,,(DRL),,,254
1197328,CLAMP KID 228.5 TAB 1*10,,(DRL),,,0
1197330,CLAMP KID FORTE SYP 30ML,,(DRL),,,177.5
1197333,STAMLO-2.5 MG 1*30,,(DRL),,,55.52
1197338,DABICLOT-75 1*10,,ALKEM-(CARDIOLOGY-2),,,242
1197340,DABICLOT-110 1*10,,ALKEM-(CARDIOLOGY-2),,,302
1197344,SCABPER SOAP 75GM,,MENARINI PRIMARY CARE,,,74
1197346,DUBATRAN-110 1*10,,ALEMBIC-(CHEMICAL WORKS LTD.),,,315
1197348,JANUVIA-25 1*7,,MSD,,,260
1197353,ABZORB-BAR 100GM,,SUN PHARMA=[ CROSSLAND-1 ],,,138
1197355,ENVIRA INJ 1,,EMCURE:-[ XENNEX ],,,25000
1197358,EXTIMUS WHEY 250GM,,EXTIMUS HEALHCARE,,,810
1197360,EXTIMUS WHEY 500GM,,EXTIMUS HEALHCARE,,,1550
1197362,KAMINAR 1*3,,EXTIMUS HEALHCARE,,,790
1197364,Q-16 1*10,,EXTIMUS HEALHCARE,,,760
1197366,SUM D-3 1*1G,,EXTIMUS HEALHCARE,,,38
1197368,MEDERMA INTENSE GEL 10GM,,WIN MEDICARE PVT LTD,,,575
1197370,REVLON FIRE @ ICE PERFUME 1,,WIN MEDICARE PVT LTD,,,0
1197372,WAXIGO E/D 10ML,,UNICON LIFESCIENCES,,,48
1197374,IVDAPT-350MG INJ 1VIAL,,FUSION HEALTHCARE,,,4999
1197378,BIZLO-10 1*10,,TORRENT (MIND),,,108.3
1197380,BIZLO-OD 1*10,,TORRENT (MIND),,,145.75
1197382,DABICLOT-150 1*10,,ALKEM-(CARDIOLOGY-2),,,363
1197384,DABIGO-110 MG 1*10,,SUN PHARMA=[ C.V-LIFE ],,,135
1197385,DABIGO-150 MG 1*10,,SUN PHARMA=[ C.V-LIFE ],,,145
1197387,APXENTA-30 TAB 1*10,,AJANTA-[ AVECIA ],,,258
1197389,AMFOCIN CR 30GM,,AJANTA-[ AVECIA ],,,295
1197392,LOMOFEN 1*1,,RPG:-{ PHARMA },,,43.1
1197394,T-CEF CV 1*10,,ALGEN HEALTHCARE,,,365
1197396,DUPHALAC BULK 160ML,,ABOTT GI,,,408
1197398,A TO Z GOLD CAP 1*15,,(ALKEM),,,200
1197401,LULICAN CREAM 30GM,,GLENMARK-[ GRACEWELL SPL ],,,375
1197403,IRBAN-5MG 1*10,,GLENMARK-[ ZOLTAN CARE ],,,119.5
1197404,IRBAN-7.5 1*10,,GLENMARK-[ ZOLTAN CARE ],,,182
1197406,EVANEW GLOVES 1,,ZUVENTUS HEALTHCARE LTD,,,155
1197408,DUBATRAN-150 1*10,,ALEMBIC-(CHEMICAL WORKS LTD.),,,415
1197410,BLADMIR-50 1*10,,ALEMBIC ( OURON ),,,350.4
1197412,VALEMBIC 80-H 1*10,,ALEMBIC (NEW),,,131.4
1197414,DABITRA-110 1*10,,EMCURE:-[ NUCRON ],,,240
1197416,DABITRA-150 1*10,,EMCURE:-[ NUCRON ],,,290
1197418,EMLUZ CR 10GM,,EMCURE:-[ EMCUTIX ],,,79
1197421,ACEGROW 3-D 1*10,,FOREGEN HEALTHCARE PVT.LTD.,,,231
1197423,MECOFORT-NT 1*10,,FOREGEN HEALTHCARE PVT.LTD.,,,206.9
1197425,MINYUM-100 MG 1,,GLENMARK-[ CRITICA ],,,2250
1197427,ACTACREZ-2.25GM 1,,FUSION HEALTHCARE,,,889
1197429,CROMOBACT-2GM 1VIAL,,FUSION HEALTHCARE,,,1429
1197431,XOLABIN-500000IU 1VIAL,,FUSION HEALTHCARE,,,1789
1197433,ALLEGRA-M 1*10,,SANOFI,,,251.3
1197435,ALLEGRA 120 1*10,,SANOFI,,,218.81
1197436,ALLEGRA-180 1*10,,SANOFI,,,251.2
1197437,ALLEGRA-30 1*10,,SANOFI,,,48.01
1197439,ALLEGRA-SUS 100ML,,SANOFI,,,188.78
1197441,ALLSTAR REUSABLE INSULIN PEN 1,,SANOFI,,,814.99
1197443,AMARYL M-1 MG TAB 1*20,,SANOFI,,,157.7
1197444,AMARYL M-2 TAB 1*20,,SANOFI,,,330.32
1197445,AMARYL 1 TAB 1*30,,SANOFI,,,133.81
1197446,AMARYL 3 TAB 1*30,,SANOFI,,,438.43
1197447,AMARYL M-FORTE 1 1*15,,SANOFI,,,192.1
1197448,AMARYL M-FORTE 2 1*15,,SANOFI,,,251.19
1197449,AMARYL MP-2 1*15,,SANOFI,,,303.43
1197450,AMARYL MV-1 1*15,,SANOFI,,,168.39
1197451,AMARYL MV-2 1*15,,SANOFI,,,213.42
1197453,APIDRA CATRIDGE 5*3ML,,SANOFI,,,3462.15
1197455,COOL BATH-COLOGNE 10WIPES,,(GEN.),,,0
1197457,APIDRA SOLOSTAR 3ML,,SANOFI,,,968
1197458,APIDRA VIALS 10ML,,SANOFI,,,1048.17
1197459,ARAVA 10 1,,SANOFI,,,292.95
1197460,AVIL-10 VIAL 10ML,,SANOFI,,,11.87
1197461,AVIL-25 1*15,,SANOFI,,,9.97
1197462,AVIL-50 1*80,,SANOFI,,,11.01
1197463,AVIL AMPULE 10*2ML,,SANOFI,,,5.1
1197464,BARALGAN 1*40,,SANOFI,,,32.15
1197465,BUSCOGAST AMP 1ML,,SANOFI,,,12.9
1197466,BUSCOGAST PLUS 1,,SANOFI,,,0
1197467,BUSCOGAST TAB 1*10,,SANOFI,,,36.72
1197468,ENTEROGERMINA CAP 1*4,,SANOFI,,,162.28
1197469,CARDACE 1.25 1*15,,SANOFI,,,88.03
1197470,CARDACE 10 1*15,,SANOFI,,,370.91
1197471,CARDACE 2.5 1*15,,SANOFI,,,83.78
1197473,CARDACE 5 1*15,,SANOFI,,,146.08
1197475,CARDACE AM-10 1*10,,SANOFI,,,445.56
1197476,CARDACE AM-2.5 1*15,,SANOFI,,,163.79
1197477,CARDACE AM-5 1*15,,SANOFI,,,324.02
1197478,CARDACE H-10 1*15,,SANOFI,,,435.43
1197480,CARDACE H-2.5 1*15,,SANOFI,,,222.17
1197481,CARDACE H-5 1*15,,SANOFI,,,361.8
1197482,CARDACE METO-2.5 1*10,,SANOFI,,,202.32
1197483,CARDACE METO-5 1*15,,SANOFI,,,304.43
1197484,CARDACE PROTECT-5 1,,SANOFI,,,292.07
1197485,CETAPIN P-15MG 1,,SANOFI,,,113.84
1197486,CETAPIN V-0.2 1*10,,SANOFI,,,166.72
1197487,CETAPIN V-0.3 1*10,,SANOFI,,,212.74
1197488,CETAPIN XR-1000 1*15,,SANOFI,,,61.37
1197490,CETAPIN XR-500 1*20,,SANOFI,,,42.59
1197491,COMBIFLAM ICY HOT GEL 15GM,,SANOFI,,,54.99
1197492,COMBIFLAM ICY HOT GEL 30GM,,SANOFI,,,115.49
1197493,COMBIFLAM ICY HOT SPRAY 35GM,,SANOFI,,,115
1197494,COMBIFLAM ICY HOT SPRAY 55GM,,SANOFI,,,0
1197496,COMBIFLAM SYP 60ML,,SANOFI,,,40.64
1197497,COMBIFLAM TAB 1*20,,SANOFI,,,46.05
1197498,CORDARONE-100 1*15,,SANOFI,,,105.96
1197499,DEPAKOTE-250 1*15,,SANOFI,,,163.35
1197500,DEPAKOTE-500 1*15,,SANOFI,,,309.81
1197502,DEPAKOTE XR-250 1,,SANOFI,,,0
1197503,DEPAKOTE XR-500 1,,SANOFI,,,324.12
1197504,DULCOFLEX SUP (AD) 10MG,,SANOFI,,,139.05
1197505,DULCOFLEX SUP (PD) 5MG,,SANOFI,,,52.4
1197506,ENTEROGERMINA LIQUID 10*5ML,,SANOFI,,,658
1197507,FESTAL-N 1*10,,SANOFI,,,102.27
1197508,FRISIUM-10 1*15,,SANOFI,,,151.31
1197509,FRISIUM-20 1,,SANOFI,,,344.32
1197510,FRISIUM-5 1*15,,SANOFI,,,95.76
1197511,LACTACYD LL 100ML,,EMCURE:-[ NUCRON ],,,0
1197512,LANTUS VIAL 10ML,,SANOFI,,,2983.02
1197513,LANTUS CARTRIDGES 5*3ML,,SANOFI,,,3970
1197514,LANTUS SOLOSTAR PEN 10ML,,SANOFI,,,0
1197515,LASILACTONE-50 1*10,,SANOFI,,,58.94
1197516,LASIX-40 1*15,,SANOFI,,,13.94
1197517,MYORIL-4 1*10,,SANOFI,,,263.94
1197518,NOVALGIN NU 1,,SANOFI,,,29.24
1197519,PLAVIX-75 1*14,,SANOFI,,,108.61
1197520,PROCTOSEDYL BD CREAM 1,,SANOFI,,,71.19
1197521,SOFRAMYCIN SKIN CR 100GM,,SANOFI,,,143.52
1197522,SOFRAMYCIN SKIN CR 30GM,,SANOFI,,,55.37
1197523,SOLIAN-100 1,,SANOFI,,,174.3
1197525,SOLIAN-200 1,,SANOFI,,,351.47
1197526,SOLIAN-400 1,,SANOFI,,,627
1197527,SOLIAN-50 1,,SANOFI,,,200.06
1197528,STILNOCT-12.5 1,,SANOFI,,,245.72
1197529,STILNOCT-6.25 1,,SANOFI,,,177.84
1197530,TELSITE-20 1,,SANOFI,,,61.04
1197531,TELSITE-40 1*15,,SANOFI,,,101.3
1197532,TELSITE-AM 1*10,,SANOFI,,,149.75
1197533,TELSITE AMH-40+5 1,,SANOFI,,,147.23
1197534,TELSITE H-40+12.5 1,,SANOFI,,,155.31
1197535,TOUJEO-450IU INJ 1,,SANOFI,,,1831.33
1197536,VALPARIN ALKA 200 1*10,,SANOFI,,,38.3
1197537,VALPARIN ALKA 500 1*15,,SANOFI,,,128.7
1197538,VALPARIN SYP 200ML,,SANOFI,,,129.92
1197539,VINLEP-150 1,,SANOFI,,,97.21
1197540,VINLEP-300 1,,SANOFI,,,166.68
1197541,VINLEP-450 1,,SANOFI,,,197.99
1197542,VINLEP-600 1,,SANOFI,,,281.39
1197543,VINLEP SYP 100ML,,SANOFI,,,0
1197544,ZEMIGLO-50 1*28,,SANOFI,,,1198
1197546,HT-4 25PCS,,(GEN.),,,0
1197548,HT-1 8PCS,,(GEN.),,,0
1197550,DULCOFLEX-5MG 1*10,,SANOFI,,,12.46
1197552,VALPARIN CHRONO-200 1*15,,SANOFI,,,72.53
1197554,ZUVIRAB INJ 1,,ZUVENTUS-VERORAB,,,336.77
1197559,ALEX SYP SF 100ML,,(GLENMARK),,,129
1197561,ALEX SYP [100] 100ML,,(GLENMARK),,,129
1197563,ENVAS INJ 1ML,,CADILA,,,214
1197565,DOXILAPREG TAB 1*10,,STANLEY HEALTHCARE PVT.LTD.,,,69
1197567,HB GRACE XT 1*10,,STANLEY HEALTHCARE PVT.LTD.,,,135
1197569,HBGRACE CAP 1*10,,STANLEY HEALTHCARE PVT.LTD.,,,189
1197571,PROBISURE CAP 1*10,,STANLEY HEALTHCARE PVT.LTD.,,,230
1197574,PROTECTIS 5ML,,DR.REDDY^S LABORATORIES LTD.,,,950
1197577,AMARYL 2 TAB 1*30,,SANOFI,,,212.65
1197585,AMLOPRES-AT 1*15,,(CIP),,,122.81
1197587,BUDECORT 200 INH 1*200,,(CIP),,,396.48
1197589,FURAMIST AZ N/S 1,,(CIP),,,479.5
1197591,KERAGLO EVA (30 TAB) 1*30,,(IPCA),,,642
1197593,KERAGLO MEN 30S 1*30,,(IPCA),,,642
1197595,KERAGLO AD SHAMPOU 50ML,,(IPCA),,,295
1197603,RANOZEX 1*10,,SUNPHARMA V (OLD),,,88
1197609,XGAIN SHAMPOO 100ML,,(CIP),,,395
1197613,DABIGO-75 1*10,,SUN PHARMA=[ C.V-LIFE ],,,126
1197615,DUBATRAN-75 1*10,,ALEMBIC-(CHEMICAL WORKS LTD.),,,235
1197617,ATOCOR CV20 1*10,,(DRL),,,125
1197619,RELENT-OD 1*10,,(DRL),,,77
1197621,SALICYLIX SF-12% 50GM,,(DRL),,,158.4
1197623,CYSTOFERT TAB 1*10,,ABBOTT INDIA LIMITED,,,359
1207621,FENSE-P 1*10,,FOREGEN HEALTHCARE PVT.LTD.,,,0
1207624,INTIFEM V WASH 100ML,,STANLEY HEALTHCARE PVT.LTD.,,,198
1207626,STANNGEST-200 1*10,,STANLEY HEALTHCARE PVT.LTD.,,,295
1207628,VITAGRACE TAB 1*10,,STANLEY HEALTHCARE PVT.LTD.,,,135
1207631,ERITEL-20 1*15,,ERIS-{ INSPIRA },,,67.87
1207634,MEROSURE-O ER300 1*6,,ALKEM-(*ALPHA ),,,580
1207636,BECOSULES CAP  1*20,,( AMTEK ) MARKETING @ SERVICES,,,45.67
1207638,REVOSTAT GOLD-10 1*10,,ZUVENTUS LIFESTYLE,,,143.95
1207640,REVOSTAT GOLD-20 1*10,,ZUVENTUS LIFESTYLE,,,201.6
1207643,ASAR CT-80/6.25 1*10,,GLENMARK-[ ZOLTAN CARE ],,,197
1207644,ASAR CT-80/12.5 1*10,,GLENMARK-[ ZOLTAN CARE ],,,199
1207649,LANTUS SOLOSTAR PEN 100IU 3ML,,SANOFI,,,1099.11
1207652,SOLEM-500 1*10,,DIOS LIFESCIENCES,,,129
1207656,CALTROCY K-2 1*15,,UNICON LIFESCIENCES,,,0
1207658,FROXTIL-500 1*10,,UNICON LIFESCIENCES,,,390
1207660,GLUCORYL MP-1 1*15,,ALKEM-(*MEDIVA ),,,155
1207662,GLUCORYL MP-2 1*15,,ALKEM-(*MEDIVA ),,,259
1207666,CLIN-3 F/W 60ML,,SUNPHARMA V (OLD),,,385
1207671,BRAINWISE SUSP 150ML,,ZUVENTUS HEALTHCARE LTD,,,1160
1207673,EZURIC-25 1*10,,ALKEM-(CARDIOLOGY-2),,,225
1207675,EZURIC-50 1*10,,ALKEM-(CARDIOLOGY-2),,,319
1207677,MUZIKA TAB 1*10,,ALKEM-(CARDIOLOGY-2),,,79
1207679,BRISTAA ADVANCDED CR 20GM,,SUNPHARMA(ORTUS),,,599
1207683,PRUCAPLA-1MG TAB 1*10,,CIPLA LTD.,,,154
1207684,PRUCALPA-2MG TAB 1*10,,CIPLA LTD.,,,254
1207687,GLUCORYL M-1 1*15,,(ALKEM),,,159
1207689,GLUCORYL M-2 FORTE 1*15T,,(ALKEM),,,195
1207692,ALCROS-100 1*10,,SUN PHARMA=[ CROSSLAND-1 ],,,155
1207696,ASSURANS TAB 1*10,,(CIP),,,318.27
1207699,ABSOLUT +CAP 1*10,,(PHARMED),,,158
1207701,CANDIBIOTIC E/D 5ML,,(GLENMARK),,,77.5
1207703,FLUCORT C SKIN CREAM 20GM,,(GLENMARK),,,158
1207705,FLUCORT H SKIN CREAM 30GM,,(GLENMARK),,,200
1207707,FLUCORT N SKIN CREAM 20G,,(GLENMARK),,,120
1207709,FOLVITE ACTIVE 1*,,WYETH,,,265.66
1207711,FOLVITE-DHA 1*10,,WYETH,,,199.61
1207713,VALPARIN CHRONO-300 1*15,,SANOFI,,,116.85
1207716,SEBIFIN PLUS CR 15GM,,(RANBAXY),,,253.8
1207718,JUPIROS-10 TAB 1*15,,(ALKEM),,,188
1207720,JUPIROS-5 1*10,,(ALKEM),,,100
1207722,GLIMY MV-2  1*10,,(DRL),,,140.25
1207724,SALICYLIX SF-6% 50GM,,(DRL),,,94
1207726,VOZET-5 MG 1*10,,(DRL),,,70.25
1207728,MINTOP-10% (120ML) 120ML,,(DRL),,,2077.25
1207730,MINTOP-2% (120ML)  120ML,,(DRL),,,562.5
1207733,NISE GEL 30GM,,(DRL),,,0
1207735,PECEF 100 (SYP). 30ML,,(DRL),,,0
1207737,PEDICLORYL SYP  30ML,,(DRL),,,0
1207740,RAZOEASY SACH 3GM,,(DRL),,,20.57
1207742,CREVAST GOLD-10 1*10,,ERIS-{ ADURA },,,191.84
1207744,CREVAST GOLD-20 1*15,,ERIS-{ ADURA },,,402.48
1207746,EPORISE-10000 1,,ZUVENTUS HEALTHCARE LTD,,,2573.46
1207748,UDILIV-450 1*10,,ABOTT GI,,,492.25
1207750,NUDOL 1*10,,DIRECT(UNIMARCK HEALTHCARE LTD.),,,130
1207752,APLEX-30 1*10,,AJANTA-[ ALMIRON ],,,198
1207754,APLEX KIT-10/20/30 1,,AJANTA-[ ALMIRON ],,,195
1207755,MIRANIX 25 TAB 1*10,,AJANTA MEXLON,,,235
1207757,FIVASA-600 1,,AJANTA MEXLON,,,142.25
1207759,KEPPRA-250 1*10,,(DRL),,,65.13
1207761,KEPPRA-500 1*10,,(DRL),,,132.42
1207763,TAXIM AZ-200 1*10,,(ALKEM),,,302.5
1207765,TAXIM O-100-DT 1*10,,(ALKEM),,,95
1207767,TAXIM O-400 MG 1*10,,(ALKEM),,,274.34
1207769,TAXIM O-50-DT 1*10,,(ALKEM),,,91
1207771,MENROX DPGM CR. 30GM,,MENARINI PRIMARY CARE,,,490
1207772,MENROX HYDRT CLEANSER 100GM,,MENARINI PRIMARY CARE,,,430
1207773,MENROX NOURISHING MOIST 100GM,,MENARINI PRIMARY CARE,,,400
1207774,MENROX SUNSCREEN 50GM,,MENARINI PRIMARY CARE,,,570
1207776,PADMINI TAB 1*21,,TORRENT,,,419.27
1207778,OLFIT PRO-V 200GM,,GLENMARK,,,290
1207780,SYNRIUM DT 1*3,,SUN PHARMA=[ PHARMA ],,,75
1207782,ALCROS-200 1*10,,SUN PHARMA=[ CROSSLAND-1 ],,,279
1207784,PRENATAL TAB 1*10,,FOURRTS:-[ SP. ],,,178
1207787,METFIL VG-2/0.3 1*10,,FOURTTS:-[ PREMIER ],,,115
1207789,CILNIKEM-20 1*10,,ALKEM-(CARDIOLOGY),,,130.5
1207791,CILNIKEM BETA-2.5 1*10,,ALKEM-(CARDIOLOGY),,,125.5
