item_code,brand_x,brand_y,id,mrp,Apollo code,Apollo brand,manufacturer
ARD0002,arden 325mg tab 10's,arden 325mg tablet 10s,114631,1.69,ARD0002,arden 325mg tab 10's,ADONIS LABORATORIES PVT LTD
ARG0105,argigold-m tab 10's,argigold m tablet 10s,378339,45,ARG0105,argigold-m tab 10's,HBC LIFESCIENCE PVT LTD
ARO0012,arovit tab 10's,arovit tablet 10s,115571,6.9,ARO0012,arovit tab 10's,AEROSUN HEALTHCARE
ARO0280,arorab-plus tab 10's,arorab plus tablet 10s,382816,22.9,ARO0280,arorab-plus tab 10's,AAREEN HEALTHCARE PVT LTD
ASO0006,asomex at 5mg tab 10's,asomex at 5 tablet 10s,116559,12.4,ASO0006,asomex at 5mg tab 10's,EMCURE PHARMACEUTICALS LTD
ATE0085,atenolol 50mg tab 14's,atenolol 50 mg tablet 14s,117169,2,ATE0085,atenolol 50mg tab 14's,INTAS PHARMACEUTICALS LTD
ATO0053,atorvastatin 10mg tab 10's,atorvastatin 10 mg tablet 10s,117995,6,ATO0053,atorvastatin 10mg tab 10's,KAISER LABORATORIES PVT LTD
ATO0055,atorvastatin 20mg tab 10's,atorvastatin 20 mg tablet 10s,117997,13.95,ATO0055,atorvastatin 20mg tab 10's,KEIMEDS PVT LTD
ATO0448,atorsave 10 tab 10's,atorsave 10 tablet 10s,117921,5.34,ATO0448,atorsave 10 tab 10's,ERIS LIFE SCIENCES LTD
ATO0530,atorfirst-10mg tab 15's,atorfirst 10mg tablet 15s,379211,5.73,ATO0530,atorfirst-10mg tab 15's,SINSAN PHARMACEUTICALS PVT LTD
AUG0111,augmist-lb tab 10's,augmist lb tablet 10s,380746,29.12,AUG0111,augmist-lb tab 10's,BONUS SALUS PHARMACEUTICALS PVT LTD
AUG0115,augxim 500 tab 10's,augxim 500mg tablet 10s,378837,56,AUG0115,augxim 500 tab 10's,WINMARK HEALTHCARE PVT LTD
AUR0104,auriase m tab 10's,auriase m tablet 10s,379980,11,AUR0104,auriase m tab 10's,LEVIN LIFESCIENCES PVT LTD
AVI0007,avindo 500mg tab 3's,avindo 500mg tablet 3s,119010,20.85,AVI0007,avindo 500mg tab 3's,COSME FARMA LTD
AZI0077,azid 500mg tab 3's,azid 500 tablet 3s,120360,20.22,AZI0077,azid 500mg tab 3's,INDI PHARMA PVT LTD
AZI0204,azifem 250mg tab 10's,azifem 250 mg tablet 10s,120435,11.17,AZI0204,azifem 250mg tab 10's,FEM CARE PHARMA PVT LTD
AZI0966,azitaz 500 tab 5's,azitaz 500mg tablet 5s,380574,23.77,AZI0966,azitaz 500 tab 5's,SHREYA LIFESCIENCES PVT LTD
AZI0969,azilta 16 tab 10's,azilta 16mg tablet 10s,382170,14,AZI0969,azilta 16 tab 10's,RPG LIFESCIENCES LTD
AZI1003,azincure 500 tab 3's,azincure 500mg tablet 3s,380837,21.66,AZI1003,azincure 500 tab 3's,AVIGHNA MEDICARE PVT LTD
AZO0151,azovas t 40 tab 10's,azovas t 40mg tablet 10s,377720,14,AZO0151,azovas t 40 tab 10's,J B CHEMICALS & PHARMACEUTICALS LTD
BA30001,ba-300 tab 10's,ba 300mg tablet 10s,379829,35,BA30001,ba-300 tab 10's,MEDSOL INDIA OVERSEAS PVT LTD
BAC0422,baclof od 10 tab 15's,baclof od 10mg tablet er 15s,378049,11.32,BAC0422,baclof od 10 tab 15's,INTAS PHARMACEUTICALS LTD
BAR0124,barocal tab 10's,barocal tablet 10s,123584,1.78,BAR0124,barocal tab 10's,BARODA PHARMA PVT LTD
BAR0198,barilup 2 tab 14's,barilup 2mg tablet 14s,378100,308,BAR0198,barilup 2 tab 14's,LUPIN LABORATORIES LTD
BEC0272,beclin plus tab 10's,beclin plus tablet 10s,379507,16,BEC0272,beclin plus tab 10's,BAJAJ PHARMACEUTICAL PVT LTD
BEL0237,belmore 180 tab 10's,belmore 180mg tablet 10s,377920,24,BEL0237,belmore 180 tab 10's,CADILA HEALTHCARE LTD
BEM0023,bempify 180 tab 10's,bempify 180mg tablet 10s,380899,24,BEM0023,bempify 180 tab 10's,LUPIN LABORATORIES LTD
BEM0025,bempeday 180mg tab 10's,bempeday 180mg tablet 10s,380393,23.5,BEM0025,bempeday 180mg tab 10's,ZUVENTUS HEALTHCARE LTD
BEM0028,bempuless 180 tab 10's,bempuless 180mg tablet 10s,383098,24,BEM0028,bempuless 180 tab 10's,CORONA REMEDIES PVT LTD
BEN0001,benace 10 mg tab 10's,benace 10mg tablet 10s,124709,14.22,BEN0001,benace 10 mg tab 10's,NOVARTIS INDIA LTD
BEN0002,benace 5mg  tab 10's,benace 5mg tablet 10s,124712,8.57,BEN0002,benace 5mg  tab 10's,NOVARTIS INDIA LTD
BEP0069,bepofly 180 tab 10's,bepofly 180mg tablet 10s,377318,24,BEP0069,bepofly 180 tab 10's,GLENMARK PHARMACEUTICAL LTD
BER0090,berigaba-gm tab 10's,berigaba gm tablet 10s,378976,21,BER0090,berigaba-gm tab 10's,BIOBERICA LABS INDIA PVT LTD
BET0349,bet oz tab 10's,bet oz tablet 10s,125446,6.5,BET0349,bet oz tab 10's,NICHOLAS PIRAMAL INDIA LTD
BIG0136,bigphylin-plus tab 10's,bigphylin plus tablet 10s,380849,23,BIG0136,bigphylin-plus tab 10's,ZRS LABS
BIL0208,bilawin m tab 10's,bilawin m tablet 10s,378836,17.2,BIL0208,bilawin m tab 10's,WINMARK HEALTHCARE PVT LTD
BIO0689,bio-q-forte tab 10's,bio q forte tablet 10s,126862,20,BIO0689,bio-q-forte tab 10's,MACLEODS PHARMACEUTICALS LTD
BIO1564,biozim-o tab 10's,biozim o tablet 10s,378464,16.5,BIO1564,biozim-o tab 10's,RAYON PHARMACEUTICALS LTD
BIS0153,bispec 5mg tab 30's,bispec 5 tablet 30s,128264,26.8,BIS0153,bispec 5mg tab 30's,DR REDDY'S LABORATORIES
BIS0185,bisonol-2.5mg tab 10's,bisonol 2.5mg tablet 10s,382552,3.5,BIS0185,bisonol-2.5mg tab 10's,KNOLL HEALTH CARE PVT LTD
BIS0187,bisonol-5mg tab 10's,bisonol 5mg tablet 10s,382551,4.5,BIS0187,bisonol-5mg tab 10's,KNOLL HEALTH CARE PVT LTD
BIS0241,bisopharm 5 tab 10's,bisopharm 5mg tablet 10s,383110,10.6,BIS0241,bisopharm 5 tab 10's,ERIS LIFE SCIENCES LTD
BIS0242,bisopharm 1.25 tab 10's,bisopharm 1.25mg tablet 10s,383112,4.9,BIS0242,bisopharm 1.25 tab 10's,ERIS LIFE SCIENCES LTD
BIS0243,bisopharm 2.5 tab 10's,bisopharm 2.5mg tablet 10s,383111,5.9,BIS0243,bisopharm 2.5 tab 10's,ERIS LIFE SCIENCES LTD
BLU0183,bluglip-m forte 50/1000 tab 15's,bluglip m forte 50mg/1000mg tablet 15s,381776,6,BLU0183,bluglip-m forte 50/1000 tab 15's,BLUE CROSS LABORATORIES PVT LTD
BON0608,bonebase-d3 nano tab 10's,bonebase d3 nano tablet 10s,379532,15,BON0608,bonebase-d3 nano tab 10's,PHARAMANOVA SPECIALITIES PVT LTD
BRI0577,brivahenz 50 tab 10's,brivahenz 50mg tablet 10s,380368,18.5,BRI0577,brivahenz 50 tab 10's,LA RENON HEALTHCARE PVT LTD
BRI0588,brivahenz 75 tab 10's,brivahenz 75mg tablet 10s,381078,26,BRI0588,brivahenz 75 tab 10's,LA RENON HEALTHCARE PVT LTD
BRI0589,brivahenz 100 tab 10's,brivahenz 100mg tablet 10s,380369,39,BRI0589,brivahenz 100 tab 10's,LA RENON HEALTHCARE PVT LTD
BRU0146,bruceta forte tab 15's,bruceta forte tablet 15s,381264,0.92,BRU0146,bruceta forte tab 15's,ALKEM LABORATORIES LTD
BUL0028,bularid-m tab 10's,bularid m tablet 10s,381188,12.5,BUL0028,bularid-m tab 10's,IPCA LABORATORIES PVT LTD
C4U0001,c4u tab 10's,c4u tablet 10s,143207,11.28,C4U0001,c4u tab 10's,OZONE PHARMACEUTICALS LTD
CAD0325,cadyra-max tab 10's,cadyra max tablet 10s,382064,28.9,CAD0325,cadyra-max tab 10's,KAYRA INNOPHARM PVT LTD
CAD0329,cadyra-hd tab 10's,cadyra hd tablet 10s,382063,16.9,CAD0329,cadyra-hd tab 10's,KAYRA INNOPHARM PVT LTD
CAD0352,cadyra-xt tab 10's,cadyra xt tablet 10s,383063,34.8,CAD0352,cadyra-xt tab 10's,KAYRA INNOPHARM PVT LTD
CAD0371,cadiquis 5 tab 10's,cadiquis 5mg tablet 10s,378581,10,CAD0371,cadiquis 5 tab 10's,CADILA HEALTHCARE LTD
CAH0002,cahcium tab 10's,cahcium tablet 10s,379581,13,CAH0002,cahcium tab 10's,ALVEERA HEALTHCARE
CAL0231,calcimin tab 10's,calcimin tablet 10s,143862,6,CAL0231,calcimin tab 10's,SAF FERMION LTD
CAL0258,calcium sandoz  200s tab,calcium sandoz tablet 200s,143986,1.35,CAL0258,calcium sandoz  200s tab,NOVARTIS INDIA LTD
CAL0535,cal 40mg tab 10's,cal  40 tablet 10s,143548,7.03,CAL0535,cal 40mg tab 10's,WALLACE PHARMACEUTCALS LTD
CAL1719,cal-d-van forte tab 15's,cal d van forte tablet 15s,382261,11,CAL1719,cal-d-van forte tab 15's,VANMED PHARMACEUTICALS PVT LTD
CAL1888,caldowell-kd tab 10's,caldowell kd tablet 10s,382774,16.9,CAL1888,caldowell-kd tab 10's,STANLEY HEALTHCARE PVT LTD
CAL2024,calcigem-d tab 15's,calcigem d tablet 15s,381351,15.94,CAL2024,calcigem-d tab 15's,MAXIMON PHARMA PVT LTD
CAL2102,calgen tab 10's,calgen tablet 10s,144153,5.2,CAL2102,calgen tab 10's,OXYGEN PHARMA CARE PVT LTD
CAL2561,caldible tab 15's,caldible tablet 15s,380225,9.33,CAL2561,caldible tab 15's,SHIVAISM PHARMACEUTICAL OPC PVT LTD
CAL2568,caltuf-xt tab 15's,caltuf tablet 15s,379615,25.8,CAL2568,caltuf-xt tab 15's,AJANTA PHARMA LTD
CAL2606,calxsis-k tab 10's,calxsis k tablet 10s,380024,37.5,CAL2606,calxsis-k tab 10's,MEDPHYSIS LIFESCIENCE
CAL2642,calcifit forte tab 15's,calcifit forte tablet 15s,143776,6.76,CAL2642,calcifit forte tab 15's,MERIDIAN HEALTHCARE
CAL2646,caldrex tab 30's,caldrex tablet 30s,381541,360,CAL2646,caldrex tab 30's,PICTUS PHARMACEUTICAL PVT LTD
CAL2730,calime-plus tab 10's,calime plus tablet 10s,381562,12,CAL2730,calime-plus tab 10's,ORYZER BIOTEC PVT LTD
CAN0579,candosa-8mg tab 10's,candosa 8mg tablet 10s,381215,19.5,CAN0579,candosa-8mg tab 10's,AAR ESS REMEDIES PVT LTD
CAR0545,carvenol 12.5mg tab 10's,carvenol 12.5mg tablet 10s,382035,6.4,CAR0545,carvenol 12.5mg tab 10's,KNOLL HEALTH CARE PVT LTD
CAR1478,carniduce tab 10's,carniduce tablet 10s,380566,20,CAR1478,carniduce tab 10's,ABERDURE PHARMA
CEF0135,cefuroxime axetil 500mg tab 10's,cefuroxime axetil 500mg tablet 10s,149012,66.66,CEF0135,cefuroxime axetil 500mg tab 10's,KEIMEDS PVT LTD
CEF0224,cefadroxil dt 250 mg tab 10's,cefadroxil 250 mg tablet 10s,146881,4,CEF0224,cefadroxil dt 250 mg tab 10's,PROTECH THERAPEUTICS PVT LTD
CEF0502,ceftisa 200 tab 10's,ceftisa 200mg tablet 10s,148697,17.9,CEF0502,ceftisa 200 tab 10's,NOVARTIS INDIA LTD
CEF1302,cefugram 500mg tab 10's,cefugram 500mg tablet 10s,379075,36.9,CEF1302,cefugram 500mg tab 10's,APCO PHARMA LTD
CER0111,ceruvin 150mg tab 4's,ceruvin 150 mg tablet 4s,150053,15.5,CER0111,ceruvin 150mg tab 4's,SUN PHARMACEUTICAL INDUSTRIES LTD
CHL0026,chloroquine 250mg tab 10's,chloroquine 250 mg tablet 10s,151315,0.66,CHL0026,chloroquine 250mg tab 10's,CIPLA LTD
CHY0059,chymzen more tab 10's,chymzen more tablet 10s,151593,14.17,CHY0059,chymzen more tab 10's,3M INDIA LTD
CHY0085,chymograce mr tab 10's,chymograce tablet 10s,379269,12.6,CHY0085,chymograce mr tab 10's,3M INDIA LTD
CHY0094,chymograce  tab 10's,chymograce tablet 10s,379269,12.6,CHY0094,chymograce  tab 10's,3M INDIA LTD
CID0014,cidazole 400mg tab 10's,cidazole 400mg tablet 10s,151695,7.83,CID0014,cidazole 400mg tab 10's,JUGGAT PHARMA LTD
CIF0064,cifex o tab 10's,cifex o tablet 10s,379879,10,CIF0064,cifex o tab 10's,SYMBIOSIS PHARMACEUTICALS PVT LTD
CIL0279,cilara-10mg tab 10's,cilara 10mg tablet 10s,382964,8.48,CIL0279,cilara-10mg tab 10's,KAYRA INNOPHARM PVT LTD
CIL0399,cilsand tab 10's,cilsand tablet 10s,379696,9,CIL0399,cilsand tab 10's,NIKHIL ENTERPRISES
CIL0417,cilacar-tm 50 tab 10's,cilacar tm 50mg tablet er 10s,377723,14.5,CIL0417,cilacar-tm 50 tab 10's,J B CHEMICALS & PHARMACEUTICALS LTD
CIL0458,cilipram 800 tab 10's,cilipram 800mg tablet 10s,378365,65,CIL0458,cilipram 800 tab 10's,HETERO HEALTHCARE LTD
CIL0467,cilacar t 10/40mg tab 14's,cilacar t 10mg/40mg tablet 14s,380427,14.23,CIL0467,cilacar t 10/40mg tab 14's,J B CHEMICALS & PHARMACEUTICALS LTD
CIM0035,cimzag-plus tab 10's,cimzag plus tablet 10s,380953,599,CIM0035,cimzag-plus tab 10's,NEW HEALTH ORDER - NHO
CIP0090,cipralex 5mg tab 10's,cipralex 5mg tablet 10s,152602,4.46,CIP0090,cipralex 5mg tab 10's,LUNDBECK INDIA PVT LTD
CIP0095,ciprofloxacin 250 mg tab 10's,ciprofloxacin 250mg tablet 10s,152719,3.32,CIP0095,ciprofloxacin 250 mg tab 10's,WOCKHARDT LTD
CLA0058,clamp 625mg tab 8's,clamp 625mg tablet 8s,382460,18.26,CLA0058,clamp 625mg tab 8's,DR REDDY'S LABORATORIES
CLA0394,clavituf 375mg tab 6's,clavituf 375mg tablet 6s,153981,12.88,CLA0394,clavituf 375mg tab 6's,INTAS PHARMACEUTICALS LTD
CLI0506,clion-5mg md tab 15's,clion 5mg tablet md 15s,377090,5.4,CLI0506,clion-5mg md tab 15's,ALTEUS BIOGENICS PVT LTD
CLI0598,clion-5 tab 15's,clion 5mg tablet md 15s,377090,5.73,CLI0598,clion-5 tab 15's,ALTEUS BIOGENICS PVT LTD
CLO1031,cloff 500mg tab 4's,cloff 500 tablet 4s,154889,51.88,CLO1031,cloff 500mg tab 4's,ALEMBIC LTD
CLO1308,clonorest-0.25mg md tab 15's,clonorest 0.25mg tablet 15s,377073,1.92,CLO1308,clonorest-0.25mg md tab 15's,ALTEUS BIOGENICS PVT LTD
CLO1597,cloba mt 2.5 md tab 10's,cloba mt 2.5mg tablet 10s,380983,2.85,CLO1597,cloba mt 2.5 md tab 10's,INTAS LABORATORIES LTD
CND0001,cndp-10 tab 10's,cndp 10 tablet 10s,379000,14.41,CND0001,cndp-10 tab 10's,ZUNISON HEALTHCARE
CNF0005,cnf plus 120mg tab 10's,cnf plus 120mg tablet 10s,383688,10,CNF0005,cnf plus 120mg tab 10's,ERIS LIFE SCIENCES LTD
COA0024,coalvee tab 10's,coalvee tablet 10s,379585,59.5,COA0024,coalvee tab 10's,ALVEERA HEALTHCARE
COD0111,codifab 400 tab 10's,codifab 400mg tablet 10s,381734,1290,COD0111,codifab 400 tab 10's,AKUMENTIS HEALTHCARE LTD
COL1001,colross 4d tab 10's,colross 4d tablet 10s,382466,29,COL1001,colross 4d tab 10's,AVGROW HEALTHCARE LTD
COL1237,coldmine tab 10's,coldmine tablet 10s,379723,4.5,COL1237,coldmine tab 10's,LEEFORD HEALTH CARE LTD
COM0735,comcapsy 400mg/20mg tab 7's,comcapsy 400mg/20mg tablet 7s,380249,120.42,COM0735,comcapsy 400mg/20mg tab 7's,INTAS PHARMACEUTICALS LTD
CON0440,convotos 500mg tab 10's,convotos 500mg tablet 10s,380769,76.5,CON0440,convotos 500mg tab 10's,AKOGNOS LIFE SCIENCE PVT LTD
CON0572,constikind tab 10's,constikind tablet 10s,378925,28.9,CON0572,constikind tab 10's,KINDSPIRIT PHARMACEUTICALS
COQ0045,coq support tab 10's,coq support tablet 10s,380742,59.9,COQ0045,coq support tab 10's,CARESBRIDGE PHARMACEUTICALS
COR0186,corofer z tab 10's,corofer z tablet 10s,158228,2,COR0186,corofer z tab 10's,CORONA REMEDIES LTD
COR0188,corofer - xt tab 10's,corofer xt tablet 10s,158226,8.3,COR0188,corofer - xt tab 10's,COSMOS REM
COR0434,corcal d 1000 iu tab 10's,corcal d 1000 iu tablet 10s,157973,13.15,COR0434,corcal d 1000 iu tab 10's,LUPIN LABORATORIES LTD
COR0543,cortel trio tab 10's,cortel trio tablet 10s,158319,4.5,COR0543,cortel trio tab 10's,CORONA REMEDIES LTD
COR0681,corvadil-a 5/50mg tab 10's,corvadil a 5mg/50mg tablet 10s,382280,7.65,COR0681,corvadil-a 5/50mg tab 10's,TORRENT PHARMACEUTICALS LTD
COR0783,cortate tab 10's,cortate tablet 10s,380702,45.3,COR0783,cortate tab 10's,MEDION BIOTECH PVT LTD
COV0121,covinib 2 tab 14's,covinib 2mg tablet 14s,381605,448,COV0121,covinib 2 tab 14's,TORRENT PHARMACEUTICALS LTD
COV0127,covel-m tab 10's,covel m tablet 10s,379082,12.5,COV0127,covel-m tab 10's,GLOWDERMA LAB PVT LTD
CRE0241,crevast ez tab 10's,crevast ez tablet 10s,382858,16,CRE0241,crevast ez tab 10's,ERIS LIFE SCIENCES LTD
CTD0035,ctd-mt 12.5/50/40 tab 10's,ctd mt 12.5mg/50mg/40mg tablet er 10s,377975,14.46,CTD0035,ctd-mt 12.5/50/40 tab 10's,IPCA LABORATORIES PVT LTD
CTD0037,ctd-mt 6.25/50/40 tab 10's,ctd mt 6.25mg/50mg/40mg tablet er 10s,377973,12.1,CTD0037,ctd-mt 6.25/50/40 tab 10's,IPCA LABORATORIES PVT LTD
CTD0038,ctd-mt 12.5/25/40 tab 10's,ctd mt 12.5mg/25mg/40mg tablet 10s,377976,12.19,CTD0038,ctd-mt 12.5/25/40 tab 10's,IPCA LABORATORIES PVT LTD
CUM0025,cumega-e tab 10's,cumega e tablet 10s,378357,98,CUM0025,cumega-e tab 10's,ZENCORP PHARMACEUTICAL PVT LTD
CUR0250,cureveda male mate tab 60's,cureveda male mate tablet 60s,381765,1295,CUR0250,cureveda male mate tab 60's,CLIMIC HEALTH PVT LTD
CUR0353,curesam-400 tab 10's,curesam 400mg tablet 10s,379653,84.9,CUR0353,curesam-400 tab 10's,CUREMEDIWAYS PHARMA LLP
CUT0206,cuteglow forte tab 10's,cuteglow forte tablet 10s,377125,23,CUT0206,cuteglow forte tab 10's,CUTE CARE LIFE SCIENCE PVT LTD
CYB0005,cyblex m 30 xr tab 10's,cyblex m 30 xr tablet 10s,160130,7.35,CYB0005,cyblex m 30 xr tab 10's,ERIS LIFE SCIENCES LTD
CYB0006,cyblex 30 tab 10's,cyblex 30 xr tablet 10s,160122,6,CYB0006,cyblex 30 tab 10's,ERIS LIFE SCIENCES LTD
CYB0007,cyblex 60 tab 10's,cyblex 60 xr tablet 10s,160125,7.5,CYB0007,cyblex 60 tab 10's,ERIS LIFE SCIENCES LTD
CYB0008,cyblex m 30 tab 10's,cyblex m 30 xr tablet 10s,160130,7,CYB0008,cyblex m 30 tab 10's,ERIS LIFE SCIENCES LTD
CYB0009,cyblex m 60 tab 10's,cyblex m 60 xr tablet 10s,160133,8,CYB0009,cyblex m 60 tab 10's,ERIS LIFE SCIENCES LTD
CYB0012,cyblex 40 tab 10's,cyblex 40 tablet 10s,160124,3.26,CYB0012,cyblex 40 tab 10's,ERIS LIFE SCIENCES LTD
DAB0478,dabset-10 tab 14's,dabset 10 tablet 14s,379192,27.85,DAB0478,dabset-10 tab 14's,ABEEST INTERNATIONAL PVT LTD
DAO0003,daonil m xr tab 10's,daonil m tablet sr 10s,161770,4.6,DAO0003,daonil m xr tab 10's,SAF FERMION LTD
DAP0262,dapnat 10mg tab 10's,dapnat 10mg tablet 10s,377214,9.9,DAP0262,dapnat 10mg tab 10's,NATCO PHARMA LTD
DAP0263,dapnat 5mg tab 10's,dapnat 5mg tablet 10s,380424,8.9,DAP0263,dapnat 5mg tab 10's,NATCO PHARMA LTD
DAP0264,dapnat-m 10/500 tab 10's,dapnat m 10mg/500mg tablet 10s,378216,10.9,DAP0264,dapnat-m 10/500 tab 10's,NATCO PHARMA LTD
DAP0265,dapnat-m 10/1000 tab 10's,dapnat m 10mg/1000mg tablet 10s,378217,11.9,DAP0265,dapnat-m 10/1000 tab 10's,NATCO PHARMA LTD
DAP0294,dapagza 5 tab 15's,dapagza 5mg tablet 15s,378060,13.9,DAP0294,dapagza 5 tab 15's,EMCURE PHARMACEUTICALS LTD
DAP0295,dapagza 10 tab 15's,dapagza 10mg tablet 15s,378059,14.9,DAP0295,dapagza 10 tab 15's,EMCURE PHARMACEUTICALS LTD
DAP0296,dapagza m 5/1000 tab 10's,dapagza m 5mg/1000mg tablet 10s,378056,8,DAP0296,dapagza m 5/1000 tab 10's,EMCURE PHARMACEUTICALS LTD
DAP0297,dapagza m 10/500 tab 10's,dapagza m 10mg/500mg tablet 10s,378058,10.28,DAP0297,dapagza m 10/500 tab 10's,EMCURE PHARMACEUTICALS LTD
DAP0298,dapagza m 10/1000 tab 10's,dapagza m 10mg/1000mg tablet 10s,378057,11.98,DAP0298,dapagza m 10/1000 tab 10's,EMCURE PHARMACEUTICALS LTD
DAP0364,dapavel-s 5/50 tab 10's,dapavel s 5mg/50mg tablet 10s,377473,12.6,DAP0364,dapavel-s 5/50 tab 10's,INTAS PHARMACEUTICALS LTD
DAP0365,dapavel-s 10/100 tab 10's,dapavel s 10mg/100mg tablet 10s,377364,18,DAP0365,dapavel-s 10/100 tab 10's,INTAS PHARMACEUTICALS LTD
DAP0433,dapavel-s 5/100 tab 10's,dapavel s 5mg/100mg tablet 10s,377853,15,DAP0433,dapavel-s 5/100 tab 10's,INTAS PHARMACEUTICALS LTD
DAP0434,dapavel-s 10/50 tab 10's,dapavel s 10mg/50mg tablet 10s,377854,15,DAP0434,dapavel-s 10/50 tab 10's,INTAS PHARMACEUTICALS LTD
DAP0448,daping 10 tab 10's,daping 10mg tablet 10s,381477,18,DAP0448,daping 10 tab 10's,INGRAM BIOSCIENCES PVT LTD
DAP0466,dapavel trio 500 tab 10's,dapavel trio 500mg tablet 10s,382078,19,DAP0466,dapavel trio 500 tab 10's,INTAS PHARMACEUTICALS LTD
DAP0481,dapavel trio 1000 tab 10's,dapavel trio 1000mg tablet 10s,382076,21,DAP0481,dapavel trio 1000 tab 10's,INTAS PHARMACEUTICALS LTD
DAS0089,dasanat 20 tab 60's,dasanat 20mg tablet 60s,380420,3000,DAS0089,dasanat 20 tab 60's,NATCO PHARMA LTD
DEC0123,decical 500mg tab 15's,decical 500mg tablet 15s,385813,3.85,DEC0123,decical 500mg tab 15's,DECCAN HEALTHACRE PVT LTD
DEC0270,decmax 4mg tab 10's,decmax 4mg tablet 10s,162467,5,DEC0270,decmax 4mg tab 10's,GLS PHARMA PVT LTD
DEF0120,deftor 6mg tab 6's,deftor 6mg tablet 6s,382756,8,DEF0120,deftor 6mg tab 6's,ASTRA ZENECA PHARMA INDIA LTD
DEF0121,deftor 30mg tab 6's,deftor 30mg tablet 6s,382755,38,DEF0121,deftor 30mg tab 6's,ASTRA ZENECA PHARMA INDIA LTD
DEP0005,depicor 10mg tab 10's,depicor 10mg tablet sr 10s,163651,1.32,DEP0005,depicor 10mg tab 10's,MERCK LTD
DER0331,dermaxe tab 10's,dermaxe tablet 10s,381756,17.5,DER0331,dermaxe tab 10's,DERMAWIZ LABORATORIES PVT LTD
DER0555,deriphyllin od 300mg tab 10s,deriphyllin od 300 tablet pr 10s,163907,107.65,DER0555,deriphyllin od 300mg tab 10s,3M INDIA LTD
DEV0103,deviry sr 30mg tab 10's,deviry sr 30mg tablet 10s,378157,18.5,DEV0103,deviry sr 30mg tab 10's,TORRENT PHARMACEUTICALS LTD
DEX0060,dexamethasone 0.5mg tab 10's,dexamethasone 0.5mg tablet 10s,164881,0.2,DEX0060,dexamethasone 0.5mg tab 10's,KEIMEDS PVT LTD
DEX0261,dexona 0.5mg tab 10's,dexona 0.5mg tablet 10s,382284,0.2,DEX0261,dexona 0.5mg tab 10's,ZYDUS CADILA HEALTHCARE LTD
DEX0449,dexam-8mg tab 4's,dexam 8mg tablet 4s,381212,8,DEX0449,dexam-8mg tab 4's,GETWELL LIFE SCIENCES INDIA PV
DEZ0011,dezocort 30mg tab 3's,dezocort 30mg tablet 3s,165119,42.27,DEZ0011,dezocort 30mg tab 3's,GERMAN REMEDIES LTD
DHO0105,dhootapapeshwar a flu o cil forte tab 10's,dhootapapeshwar a flu o cil forte tablet 10s,165246,60,DHO0105,dhootapapeshwar a flu o cil forte tab 10's,SHR-SHREE DHOOTAPAPESHWAR LTD
DIA0753,diabiz 10mg tab 15's,diabiz 10mg tablet 15s,380186,7,DIA0753,diabiz 10mg tab 15's,BLUE CROSS LABORATORIES PVT LTD
DIM0053,dimstin d 100mg tab 10s,dimstin d 100 tablet 10s,384976,235,DIM0053,dimstin d 100mg tab 10s,3M INDIA LTD
DIO0054,diorob-20mg tab (1x10),diorob 20mg tablet 10s,167183,3.5,DIO0054,diorob-20mg tab (1x10),DIVINE SAVIOUR PVT LTD
DIO0117,diozam-10mg tab 10's,diozam 10mg tablet 10s,382771,8.38,DIO0117,diozam-10mg tab 10's,DIOS LIFESCIENCES PVT LTD
DIU0016,diuten m 10/500 tab 15's,diuten m 10mg/500mg tablet 15s,381065,11.18,DIU0016,diuten m 10/500 tab 15's,WOCKHARDT LTD
DOL0024,dolonex 20mg tab 10's,dolonex dt 20mg tablet 10s,168803,7.03,DOL0024,dolonex 20mg tab 10's,PFIZER LTD
DOL0489,dolteus-5mg tab 15's,dolteus 5mg tablet 15s,377022,3.77,DOL0489,dolteus-5mg tab 15's,ALTEUS BIOGENICS PVT LTD
DOL0497,dolteus-1.5mg tab 15's,dolteus 1.5mg tablet 15s,377038,1.81,DOL0497,dolteus-1.5mg tab 15's,ALTEUS BIOGENICS PVT LTD
DOL0523,dolo-650mg tab 10's,dolo 650mg tablet 10s,382042,2.06,DOL0523,dolo-650mg tab 10's,MICRO LABS LTD
DOL0544,doloswift 50 tab 10's,doloswift 50mg tablet 10s,378823,27.9,DOL0544,doloswift 50 tab 10's,CELL SALVE PHARMACEUTICALS LTD
DOL0553,dolo th 4 tab 10's,dolo th 4mg tablet 10s,377775,18.97,DOL0553,dolo th 4 tab 10's,MICRO LABS LTD
DON0012,donep 10mg tab 10's,donep 10 tablet 10s,169450,15.64,DON0012,donep 10mg tab 10's,ALKEM LABORATORIES LTD
DOT0080,dotzide mr 60mg tab 10's,dotzide mr 60mg tablet 10s,383017,12,DOT0080,dotzide mr 60mg tab 10's,THREE DOTS LIFE SCIENCE PVT LTD
DOX0390,doxx-l tab 8's,doxx l tablet 8s,381221,5.63,DOX0390,doxx-l tab 8's,SUNLIFE SCIENCES PVT LTD
DPO0007,dpo 5mg tab 10's,dpo 5 tablet 10s,382781,8,DPO0007,dpo 5mg tab 10's,RPG LIFESCIENCES LTD
DPO0008,dpo 10mg tab 10's,dpo 10 tablet 10s,382782,12,DPO0008,dpo 10mg tab 10's,RPG LIFESCIENCES LTD
