item_code,brand,Master Catalogue name,medicine_type,exp_sku_brand,mod_brand,count_tab,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,pack,manufacturer,catg,subcatg,mrp
KUM0017,kumar kalyan ras tab,,tablet,kumar kalyan ras,kumar kalyan ras,1,kumar kalyan,kumar,kumar,4,DABUR INDIA LTD,,,984.0
KUP0001,kupid forte tab 10's,,tablet,kupid forte,kupid forte 10s,1,kupid,kupid,kupid,10,PHARM BIOTECH,,,39.01
KUT0012,kutajagan bati - 40 tab,,tablet,kutajagan bati,kutajagan bati 40,1,kutajagan,kutajagan,kutajagan,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,70.0
KUT0019,kutaj compound 50's tab,,tablet,kutaj compound 50s,kutaj compound 50s,1,kutaj compound,kutaj,kutaj,1,SHA-SHARANGDHAR PHARMACUTICAL,,,1.9
KUT0020,kutaja parpati vati tab 60's,,tablet,kutaja parpati vati,kutaja parpati vati 60s,1,kutaja parpati,kutaja,kutaja,1,AYU-AYURVEDA RASAAHALA,,,1.22
KUT0032,kutaj compound tablet.,,tablet,kutaj compound,kutaj compound,1,kutaj,kutaj,kutaj,1,3M INDIA LTD,,,295.0
KUT0034,kutajghan batibaid40 tab,,tablet,kutajghan batibaid40,kutajghan batibaid40,1,kutajghan,kutajghan,kutajghan,1,3M INDIA LTD,,,105.0
LAA0006,laanci-z orange flav chew tab 15's,,tablet,laanci z orange flav chew,laanci z orange flav chew 15s,1,laanci z orange flav,laanci z orange,laanci z,15,BMW PHARMACO INDIA PVT LTD,,,6.66
LAC0103,lactone 25 mg tab 10's,,tablet,lactone,lactone 25 10s,1,lactone,lactone,lactone,10,SUN PHARMA LABORATORIES LTD.,,,3.5
LAC0542,lactx tab 15's (meditek india),,tablet,lactx,lactx 15s meditek india,1,lactx,lactx,lactx,15,MEDITEK INDIA,,,14.99
LAG0009,laghusutashekar ras-50 tab,,tablet,laghusutashekar ras,laghusutashekar ras 50,1,laghusutashekar,laghusutashekar,laghusutashekar,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,1.5
LAG0015,laghu suryavarti tab,,tablet,laghu suryavarti,laghu suryavarti,1,laghu,laghu,laghu,1,AMR-AMRITHA PHARMACY LIMITED,,,80.0
LAG0032,laghumalini basant ras  bd ( 40 tab ),,tablet,laghumalini basant ras bd,laghumalini basant ras bd 40,1,laghumalini basant ras,laghumalini basant,laghumalini,1,3M INDIA LTD,,,72.0
LAK0089,lakshadi guggul tab,,tablet,lakshadi guggul,lakshadi guggul,1,lakshadi,lakshadi,lakshadi,1,ADONIS LABORATORIES PVT LTD,,,1.65
LAN0172,lanzostar-kid 15 pineapple flav tab 10's,,tablet,lanzostar paediatric 15 pineapple flav,lanzostar paediatric 15 pineapple flav 10s,1,lanzostar paediatric 15 pineapple,lanzostar paediatric 15,lanzostar paediatric,10,MEDISHRI HEALTHCARE PVT LTD,,,6.0
LAN0174,lansopro-kid 15 strawberry flav tab 10's,,tablet,lansopro paediatric 15 strawberry flav,lansopro paediatric 15 strawberry flav 10s,1,lansopro paediatric 15 strawberry,lansopro paediatric 15,lansopro paediatric,10,AKUL HEALTHCARE PVT LTD,,,7.5
LAN0177,lanzostar-kid 15 strawberry flav tab 15's,,tablet,lanzostar paediatric 15 strawberry flav,lanzostar paediatric 15 strawberry flav 15s,1,lanzostar paediatric 15 strawberry,lanzostar paediatric 15,lanzostar paediatric,15,MEDISHRI HEALTHCARE PVT LTD,,,6.0
LAN0181,lanfree 15 strawberry flav disintegrating tab 15's,,tablet,lanfree 15 strawberry flav disintegrating,lanfree 15 strawberry flav disintegrating 15s,1,lanfree 15 strawberry flav,lanfree 15 strawberry,lanfree 15,15,INCITE PHARMACEUTICALS,,,10.0
LAX0078,laxshadi guggulu - 80 tab,,tablet,laxshadi guggulu,laxshadi guggulu 80,1,laxshadi,laxshadi,laxshadi,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,126.0
LAX0146,laxirid tab 60's (dabur),,tablet,laxirid,laxirid 60s dabur,1,laxirid,laxirid,laxirid,1,DABUR INDIA LTD,,,150.0
LAX0193,laxify tab 10's (maestro),,tablet,laxify,laxify 10s maestro,1,laxify,laxify,laxify,10,MAESTRO PHARMACEUTICALS,,,6.0
LDI0004,l dio 1 m kid tab 10's,,tablet,l dio 1 m paediatric,l dio 1 m paediatric 10s,1,l dio 1 m,l dio 1,l dio,10,UNISON PHARMACEUTICALS PVT LTD,,,2.0
LEA0008,leapup tab 10's,,tablet,leapup,leapup 10s,1,leapup,leapup,leapup,10,BIRLA LIFE SCIENCES,,,3.8
LEM0103,lem-cee orange flav chew tab 15's,,tablet,lem cee orange flav chew,lem cee orange flav chew 15s,1,lem cee orange flav,lem cee orange,lem cee,15,JYOTHI LABS,,,5.06
LEM0109,lemvit-c orange flav chew tab 10's,,tablet,lemvit c orange flav chew,lemvit c orange flav chew 10s,1,lemvit c orange flav,lemvit c orange,lemvit c,10,MEDIVETI AGROVET INDIA,,,6.5
LEM0112,lemonc-z orange flav chew tab 15's,,tablet,lemonc z orange flav chew,lemonc z orange flav chew 15s,1,lemonc z orange flav,lemonc z orange,lemonc z,15,RIDGE FORMULATIONS PVT LTD,,,5.4
LEU0113,leuconix tab 10's,,tablet,leuconix,leuconix 10s,1,leuconix,leuconix,leuconix,10,JIA-JIAR PHARMACY,,,4.2
LHI0007,l-hist mont dt junior strawberry flav tab 10's,,tablet,l hist mont paediatric strawberry flav,l hist mont paediatric strawberry flav 10s,1,l hist mont paediatric strawberry,l hist mont paediatric,l hist mont,10,ALKEM LABORATORIES LTD,,,9.3
LIL0037,lilavilas ras tab 40's (shree baidyanath),,tablet,lilavilas ras,lilavilas ras 40s shree baidyanath,1,lilavilas,lilavilas,lilavilas,1,BAI-SSHREE BAIDYANATH AYURVED,,,140.0
LIM0069,limensee orange flav chew tab 15's,,tablet,limensee orange flav chew,limensee orange flav chew 15s,1,limensee orange flav,limensee orange,limensee,15,APPLE LIFE SCIENCES LTD,,,4.0
LIM0073,limzyl-ef s/f orange flav effervescent tab 15's,,tablet,limzyl ef s/f orange flav effervescent,limzyl ef s/f orange flav effervescent 15s,1,limzyl ef s/f orange flav,limzyl ef s/f orange,limzyl ef s/f,1,DERMACIA HEALTHCARE LTD,,,300.0
LIM0084,limecell-p tab 10's (biocellular),,tablet,limecell p,limecell p 10s biocellular,1,limecell,limecell,limecell,10,BIOCELLULAR LIFE SCIENCE PVT LTD,,,40.0
LIN0247,linear tab,,tablet,linear,linear,1,linear,linear,linear,10,OWSHADH PHARMACEUTICALS,,,182.0
LIN0302,lin-c xt lemon flav chew tab 10's,,tablet,lin c lemon flav chew,lin c lemon flav chew 10s,1,lin c lemon flav,lin c lemon,lin c,10,INAVARS BIOLOGICALS INC,,,7.2
LIP0071,lipotab tab 10's,,tablet,lipo,lipo tablets 10s,2,lipo,lipo,lipo,10,3M INDIA LTD,,,3.25
LIV0065,livotone tab,,tablet,livotone,livotone,1,livotone,livotone,livotone,1,EAST INDIA PHARMACEUTICALS,,,200.0
LIV0255,livful ds tab 10's,,tablet,livful ds,livful ds 10s,1,livful,livful,livful,10,SURYA LIFE SCIENCES,,,3.25
LIV0286,livotrit forte tab,,tablet,livotrit forte,livotrit forte,1,livotrit,livotrit,livotrit,1,ZANDU PHARMACEUTICAL WORKS,,,2.37
LIV0320,livosil ud forte tab 10's ***,,tablet,livosil ud forte,livosil ud forte 10s,1,livosil ud,livosil,livosil,10,CENTAUR PHARMACETICALS PVT LTD,,,26.0
LIV0338,livrock tab,,tablet,livrock,livrock,1,livrock,livrock,livrock,10,ADROCK PHARMACEUTICALS LTD,,,6.0
LIV0442,livrex tab 30's (tanvi herbals),,tablet,livrex,livrex 30s tanvi herbals,1,livrex,livrex,livrex,1,TAN-TANVI COLLECTION INDIA PVT,,,170.0
LOB0027,lobate tab,,tablet,lobate,lobate,1,lobate,lobate,lobate,1,NICHOLAS PIRAMAL INDIA LTD,,,13.4
LOO0026,looz m tab 10's,,tablet,looz m,looz m 10s,1,looz,looz,looz,10,HD PHARMACEUTICALS,,,14.2
LOP0020,lophat tab 30's,,tablet,lophat,lophat 30s,1,lophat,lophat,lophat,30,PHARMAVEDA PVT LTD,,,3.6
LUC0037,lucocare tab 10's,,tablet,lucocare,lucocare 10s,1,lucocare,lucocare,lucocare,10,KARNANI PHARMACEUTICALS,,,1.2
LUC0096,lucowell tab 60's (herbal),,tablet,lucowell,lucowell 60s herbal,1,lucowell,lucowell,lucowell,1,HER-HERBALRESEARCHINSTITUTE,,,300.0
LUM0131,lumbatone tab 10's,,tablet,lumbatone,lumbatone 10s,1,lumbatone,lumbatone,lumbatone,10,AVN-AVN,,,4.6
LUP0387,lupihist cold tab 10's,,tablet,lupihist cold,lupihist cold 10s,1,lupihist,lupihist,lupihist,10,LUPIN LABORATORIES LTD,,,3.9
M2T0006,m2-tone em tab 30's,,tablet,m2 tone em,m2 tone em 30s,1,m2 tone,m2,m2,10,CHARAK PHARMACEUTICALS IND,,,4.4
MAA0041,maa mahasapthamrutham 10's tab,,tablet,maa mahasapthamrutham 10s,maa mahasapthamrutham 10s,1,maa mahasapthamrutham,maa,maa,10,MAL-MALABAR AYURVEDA ASHRAM,,,4.0
MAA0044,maa sivagulika 60's tab,,tablet,maa sivagulika 60s,maa sivagulika 60s,1,maa sivagulika,maa,maa,1,MAL-MALABAR AYURVEDA ASHRAM,,,600.0
MAA0048,maanasamithra vatakam tab 10's (nagarjuna),,tablet,maanasamithra vatakam,maanasamithra vatakam 10s nagarjuna,1,maanasamithra,maanasamithra,maanasamithra,10,NAG-NAGARJUNA,,,10.0
MAD0036,madhumehari yog tab,,tablet,madhumehari yog,madhumehari yog,1,madhumehari,madhumehari,madhumehari,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,520.0
MAD0040,madhumalini vasant 40 tab,,tablet,madhumalini vasant,madhumalini vasant 40,1,madhumalini,madhumalini,madhumalini,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,1.31
MAD0053,madhu sanjeevini tab,,tablet,madhu sanjeevini,madhu sanjeevini,1,madhu,madhu,madhu,1,CAR-CARAM HELATHCARE,,,3.27
MAD0088,madhumeha kusumakar rasa tab 30's (shree),,tablet,madhumeha kusumakar rasa,madhumeha kusumakar rasa 30s shree,1,madhumeha kusumakar,madhumeha,madhumeha,1,SHR-SHREE DHOOTAPAPESHWAR LTD,,,571.0
MAF0004,mafoxis tab 10's,,tablet,mafoxis,mafoxis 10s,1,mafoxis,mafoxis,mafoxis,10,MEXIM BIOTECH,,,5.6
MAG0245,magnesium trisilicate tab,,tablet,magnesium trisilicate,magnesium trisilicate,1,magnesium,magnesium,magnesium,1,GEGENERIC PRODUCTS FROM ALL CO,,,0.25
MAG0356,magnesium phosphoricum 6x tab 100's,,tablet,magnesium phosphoricum 6x,magnesium phosphoricum 6x 100s,1,magnesium phosphoricum,magnesium,magnesium,1,MED-MEDISYNTH,,,75.0
MAH0078,mahayograj tab (baidh),,tablet,mahayograj,mahayograj baidh,1,mahayograj,mahayograj,mahayograj,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,4.0
MAH0079,mahalaxmi vilas ras tab,,tablet,mahalaxmi vilas ras,mahalaxmi vilas ras,1,mahalaxmi vilas,mahalaxmi,mahalaxmi,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,23.0
MAH0107,mahayograj guggul 60s tab,,tablet,mahayograj guggul 60s,mahayograj guggul 60s,1,mahayograj guggul,mahayograj,mahayograj,1,ADONIS LABORATORIES PVT LTD,,,38.0
MAH0118,mahayograj guggulu tab 6 gms,,tablet,mahayograj guggulu,mahayograj guggulu 6s,1,mahayograj,mahayograj,mahayograj,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,160.0
MAH0147,mahashank batti 40 tab,,tablet,mahashank batti,mahashank batti 40,1,mahashank,mahashank,mahashank,1,DABUR INDIA LTD,,,1.08
MAH0155,mahavatavidhvansan ras - 80 tab,,tablet,mahavatavidhvansan ras,mahavatavidhvansan ras 80,1,mahavatavidhvansan,mahavatavidhvansan,mahavatavidhvansan,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,119.0
MAH0221,mahalaxmi vilas rasa tab 10's (ayukalp),,tablet,mahalaxmi vilas rasa,mahalaxmi vilas rasa 10s ayukalp,1,mahalaxmi vilas,mahalaxmi,mahalaxmi,10,AYUKALP UAP PHARMA PVT LTD,,,18.5
MAH0225,mahayogaragulgulu 1000's tab  (avn),,tablet,mahayogaragulgulu 1000s,mahayogaragulgulu 1000s avn,1,mahayogaragulgulu,mahayogaragulgulu,mahayogaragulgulu,1,AVN-AVN,,,3698.0
MAH0282,mahayograj guggul baidyanath 20 tablets,,tablet,mahayograj guggul baidyanath,mahayograj guggul baidyanath 20,1,mahayograj guggul,mahayograj,mahayograj,1,3M INDIA LTD,,,120.0
MAK0021,makardhwaj vati 10s tab,,tablet,makardhwaj vati 10s,makardhwaj vati 10s,1,makardhwaj vati,makardhwaj,makardhwaj,1,KOR-KORAL LABS,,,950.0
MAK0024,makaradhwaj rasayan tab 30's,,tablet,makaradhwaj rasayan,makaradhwaj rasayan 30s,1,makaradhwaj,makaradhwaj,makaradhwaj,1,VIRGO HEALTH CARE PVT LTD,,,11.0
MAK0044,makardhwaja gutika 30 tab dp,,tablet,makardhwaja gutika,makardhwaja gutika 30 dp,1,makardhwaja,makardhwaja,makardhwaja,1,3M INDIA LTD,,,889.0
MAK0046,makardhwaja bati 20 tablets,,tablet,makardhwaja bati,makardhwaja bati 20,1,makardhwaja,makardhwaja,makardhwaja,1,3M INDIA LTD,,,330.0
MAK0048,makardhwaj gold 10 tab,,tablet,makardhwaj gold,makardhwaj gold 10,1,makardhwaj,makardhwaj,makardhwaj,10,3M INDIA LTD,,,636.0
MAK0050,makardhwaj gold tab (25t) baid,,tablet,makardhwaj gold,makardhwaj gold 25t baid,1,makardhwaj,makardhwaj,makardhwaj,10,3M INDIA LTD,,,1.0
MAL0065,malsudhhivati 100s tab,,tablet,malsudhhivati 100s,malsudhhivati 100s,1,malsudhhivati,malsudhhivati,malsudhhivati,1,AYU-AYURVEDIC,,,50.0
MAL0067,malsudhhivati 200 tab,,tablet,malsudhhivati,malsudhhivati 200,1,malsudhhivati,malsudhhivati,malsudhhivati,1,PRA-PARAS PHARAMACEUTICALS LTD.,,,0.6
MAN0271,manmath ras 40s tab 10's,,tablet,manmath ras 40s,manmath ras 40s 10s,1,manmath ras,manmath,manmath,10,DHANWANTRI PHARMACEUTICALS,,,109.0
MAN0386,mandura vatakam tab 100's (skm),,tablet,mandura vatakam,mandura vatakam 100s skm,1,mandura,mandura,mandura,1,SKM-SKM SIDDA AND AYURVED COM,,,255.0
MAN0477,manjishta tab 60's (himalaya),,tablet,manjishta,manjishta 60s himalaya,1,manjishta,manjishta,manjishta,1,THE HIMALAYA DRUG COMPANY,,,165.0
MAR0037,marmachi tab 10's,,tablet,marmachi,marmachi 10s,1,marmachi,marmachi,marmachi,10,BIRLA LIFE SCIENCES,,,4.4
MAR0075,marcal tab,,tablet,marcal,marcal,1,marcal,marcal,marcal,1,SEA-SEAMCO,,,41.0
MAS0100,mastuhil vh 9 tablet,,tablet,mastuhil vh,mastuhil vh 9,1,mastuhil,mastuhil,mastuhil,1,HAR-HARI OM MANUFACTURERES,,,2.5
MAV0002,mavlon tab 10's,,tablet,mavlon,mavlon 10s,1,mavlon,mavlon,mavlon,10,ROSETTE AEON LIFE CARE,,,13.99
MAX0630,maxynac-600 orange flav chew tab 10's,,tablet,maxynac 600 orange flav chew,maxynac 600 orange flav chew 10s,1,maxynac 600 orange flav,maxynac 600 orange,maxynac 600,10,MACSOL LIFESCIENCE,,,30.0
MAX0634,maxirich vitamin-c tangy orange chewable tab 15's,,tablet,maxirich vitamin c tangy orange chewable,maxirich vitamin c tangy orange chewable 15s,1,maxirich vitamin c tangy orange,maxirich vitamin c tangy,maxirich vitamin c,15,CIPLA LTD,,,4.67
MDC0017,mdcal 60k orange flav s/f tab 4's,,tablet,mdcal 60k orange flav s/f,mdcal 60k orange flav s/f 4s,1,mdcal 60k orange flav,mdcal 60k orange,mdcal 60k,4,CURAGEN BIOLOGICALS PHARMACEUTICALS LTD,,,24.62
MED0210,medohar guggul 80 tab,,tablet,medohar guggul,medohar guggul 80,1,medohar,medohar,medohar,1,K C LABOROTARIES,,,150.0
MED0261,medari tab 30's,,tablet,medari,medari 30s,1,medari,medari,medari,1,AYURCHEM PRODUCTS,,,3.78
MED0988,medohar guggul tab 60's,,tablet,medohar guggul,medohar guggul 60s,1,medohar,medohar,medohar,1,DHANWANTRI PHARMACEUTICALS,,,93.0
MED1250,medohar guggulu 120 tab,,tablet,medohar guggulu,medohar guggulu 120,1,medohar,medohar,medohar,1,3M INDIA LTD,,,230.0
MED1266,medari tab ( 60 tab ),,tablet,medari,medari 60s,2,medari,medari,medari,1,3M INDIA LTD,,,241.0
MED1267,medari tab ( 120tab>,,tablet,medari,medari 120s>,2,medari,medari,medari,1,3M INDIA LTD,,,398.0
MED1276,medari tab 60 tab,,tablet,medari,medari 60s,2,medari,medari,medari,1,3M INDIA LTD,,,268.0
MED1280,medari tablet <60s>,,tablet,medari,medari <60s>,1,medari,medari,medari,1,3M INDIA LTD,,,241.0
MEG0190,megacure ds tab,,tablet,megacure ds,megacure ds,1,megacure,megacure,megacure,10,RND LABORATORIES PVT LTD,,,5.48
MEN0214,mentone tab 50's (alva),,tablet,mentone,mentone 50s alva,1,mentone,mentone,mentone,1,ALV-ALVA PHARMA,,,70.0
MER0347,meryton-l tab 10's,,tablet,meryton l,meryton l 10s,1,meryton,meryton,meryton,10,VASU HEALTHCARE PVT LTD,,,2.5
MES0110,mesarem 1200 tab 15's,,tablet,mesarem,mesarem 1200 15s,1,mesarem,mesarem,mesarem,15,HETERO DRUGS LTD,,,31.8
MET1843,metaferol 60k orange flav chew tab 4's,,tablet,metaferol 60k orange flav chew,metaferol 60k orange flav chew 4s,1,metaferol 60k orange flav,metaferol 60k orange,metaferol 60k,4,METALIS LIFESCIENCES PVT LTD,,,22.5
MET2111,methi tab 60's (the himalaya),,tablet,methi,methi 60s the himalaya,1,methi,methi,methi,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,152.0
MEV0002,meva sr 200mg tab 10's,,tablet,meva,meva 200 10s,1,meva,meva,meva,10,ZYDUS CADILA HEALTHCARE LTD,,,13.07
MIL0073,milk cal 250mg tab 30's,,tablet,milk cal,milk cal 250 30s,1,milk,milk,milk,30,BRITANIA INDUSTRIES LTD,,,2.8
MIL0095,milk of magnessia tab 10's,,tablet,milk of magnessia,milk of magnessia 10s,1,milk of,milk,milk,10,DAY`S MEDICAL STORES (MFG),,,0.6
MIL0111,milk cal forte tab 15's,,tablet,milk cal forte,milk cal forte 15s,1,milk cal,milk,milk,15,BRITANIA INDUSTRIES LTD,,,5.33
MIL0201,milcal d orange flav chewable  tab 10's,,tablet,milcal d orange flav chewable,milcal d orange flav chewable 10s,1,milcal d orange flav,milcal d orange,milcal d,10,TRINITY HEALTHCARE,,,8.1
MIL0242,mile-c orange flav chew tab 10's,,tablet,mile c orange flav chew,mile c orange flav chew 10s,1,mile c orange flav,mile c orange,mile c,10,SMILE PHARMA,,,13.0
MIM0032,mimcee-z orange flav chew tab 15's,,tablet,mimcee z orange flav chew,mimcee z orange flav chew 15s,1,mimcee z orange flav,mimcee z orange,mimcee z,15,ATLANTIS PHARMACORP INC,,,6.66
MOB0103,mobility plus tab 56's (mindsmeet),,tablet,mobility plus,mobility plus 56s mindsmeet,1,mobility,mobility,mobility,1,MINDSMEET HEALTH SOLUTIONS PVT LTD,,,2250.0
MOB0104,mobility plus tab 50's (mindsmeet),,tablet,mobility plus,mobility plus 50s mindsmeet,1,mobility,mobility,mobility,1,MINDSMEET HEALTH SOLUTIONS PVT LTD,,,1399.0
MOB0114,mobility gold tab 42's (saharogya),,tablet,mobility gold,mobility gold 42s saharogya,1,mobility,mobility,mobility,1,SAHAROGYA,,,1100.0
MOR0089,morepower tab 10's,,tablet,morepower,morepower 10s,1,morepower,morepower,morepower,10,KEIMEDS PVT LTD,,,7.86
MOR0245,morning mist nutrition for hair growth 30's tabs,,tablet,morning mist nutrition for hair growth 30s,morning mist nutrition for hair growth 30s,1,morning mist nutrition for hair growth,morning mist nutrition for hair,morning mist nutrition for,1,WELKIND PHARMA,,,1495.0
MOR0299,more c orange flav chew tab 10's,,tablet,more c orange flav chew,more c orange flav chew 10s,1,more c orange flav,more c orange,more c,10,DAFFOHILS LABORATORIES PVT LTD,,,4.0
MOR0306,morilina tab 30's (bsa),,tablet,morilina,morilina 30s bsa,1,morilina,morilina,morilina,1,BSA PHARMA INC,,,675.0
MOR0329,moringa leaf powder tab 90's (da ravinto),,tablet,moringa leaf powder,moringa leaf powder 90s da ravinto,1,moringa leaf,moringa,moringa,1,DA RAVINTO HEALTHCARE INDIA PVT LTD,,,419.0
MOT0058,moti bhasma 1 gr tab,,tablet,moti bhasma 1 gr,moti bhasma 1 gr,1,moti bhasma 1,moti bhasma,moti,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,391.0
MOU0034,moulcer tab,,tablet,moulcer,moulcer,1,moulcer,moulcer,moulcer,10,ADONIS LABORATORIES PVT LTD,,,6.0
MOX0449,moxicap 500mg  tab 10's,,tablet,moxicap,moxicap 500 10s,1,moxicap,moxicap,moxicap,10,VILIN BIOMED LTD,,,6.93
MRI0006,mritunjay ras tab 40's,,tablet,mritunjay ras,mritunjay ras 40s,1,mritunjay,mritunjay,mritunjay,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,34.0
MSI0003,m sip vit strawberry flav (beads)tab 10's,,tablet,m sip vit strawberry flav beads,m sip vit strawberry flav beads 10s,1,m sip vit strawberry flav,m sip vit strawberry,m sip vit,10,INZPERA HEALTH SCIENCES LTD,,,43.5
MUC0207,mucovaz 600 s/f orange flav effervescent tab 10's,,tablet,mucovaz 600 s/f orange flav effervescent,mucovaz 600 s/f orange flav effervescent 10s,1,mucovaz 600 s/f orange flav,mucovaz 600 s/f orange,mucovaz 600 s/f,10,INAVARS BIOLOGICALS INC,,,34.0
MUC0214,muconex-600 orange flav effervescent tab 10's,,tablet,muconex 600 orange flav effervescent,muconex 600 orange flav effervescent 10s,1,muconex 600 orange flav,muconex 600 orange,muconex 600,10,NEXKEM PHARMACEUTIALS PVT LTD,,,28.99
MUC0215,mucofast-nac 600 orange flav effervescent tab 10's,,tablet,mucofast nac 600 orange flav effervescent,mucofast nac 600 orange flav effervescent 10s,1,mucofast nac 600 orange flav,mucofast nac 600 orange,mucofast nac 600,10,INVISION MEDI SCIENCE PVT LTD,,,30.0
MUC0220,muciace 600 s/f orange flav effervescent tab 10's,,tablet,muciace 600 s/f orange flav effervescent,muciace 600 s/f orange flav effervescent 10s,1,muciace 600 s/f orange flav,muciace 600 s/f orange,muciace 600 s/f,10,WALLACE PHARMACEUTCALS LTD,,,24.5
MUC0227,mucomax 600 s/f orange flav chew tab 10's,,tablet,mucomax 600 s/f orange flav chew,mucomax 600 s/f orange flav chew 10s,1,mucomax 600 s/f orange flav,mucomax 600 s/f orange,mucomax 600 s/f,10,MEDREX CARE PHARMA PVT LTD,,,26.7
MUC0230,mucotil 600 s/f orange flav effervescent tab 10's,,tablet,mucotil 600 s/f orange flav effervescent,mucotil 600 s/f orange flav effervescent 10s,1,mucotil 600 s/f orange flav,mucotil 600 s/f orange,mucotil 600 s/f,10,TABLETS INDIA LTD,,,26.0
MUC0233,mucipex 600 s/f orange flav effervescent tab 10's,,tablet,mucipex 600 s/f orange flav effervescent,mucipex 600 s/f orange flav effervescent 10s,1,mucipex 600 s/f orange flav,mucipex 600 s/f orange,mucipex 600 s/f,10,SHILPEX PHARMYSIS LTD,,,28.9
MUC0237,mucobat 600 lemon flav effervescent tab 10's,,tablet,mucobat 600 lemon flav effervescent,mucobat 600 lemon flav effervescent 10s,1,mucobat 600 lemon flav,mucobat 600 lemon,mucobat 600,10,INTRA LIFE,,,32.0
MUC0250,mucofizz 600 s/f orange flav effervescent tab 10's,,tablet,mucofizz 600 s/f orange flav effervescent,mucofizz 600 s/f orange flav effervescent 10s,1,mucofizz 600 s/f orange flav,mucofizz 600 s/f orange,mucofizz 600 s/f,10,PREVEGO HEALTHCARE & RESEARCH PVT LTD,,,24.0
MUG0008,mugdha rasa mercury tab 15's (zandu),,tablet,mugdha rasa mercury,mugdha rasa mercury 15s zandu,1,mugdha rasa,mugdha,mugdha,1,ZANDU PHARMACEUTICAL WORKS,,,40.0
MUG0009,mugdha rasaparad tab-60 zandu,,tablet,mugdha rasaparad,mugdha rasaparad 60 zandu,1,mugdha,mugdha,mugdha,1,3M INDIA LTD,,,120.0
MUK0014,mukta vati extra power tab 30's (divya),,tablet,mukta vati extra power,mukta vati extra power 30s divya,1,mukta vati extra,mukta vati,mukta,1,DIVYA PHARMACY,,,56.25
MUL0052,muladhar tab 10's,,tablet,muladhar,muladhar 10s,1,muladhar,muladhar,muladhar,10,BIRLA LIFE SCIENCES,,,4.15
MUL0473,multivix advanced s/f orange flav effervescent tab 30's,,tablet,multivix advanced s/f orange flav effervescent,multivix advanced s/f orange flav effervescent 30s,1,multivix advanced s/f orange flav,multivix advanced s/f orange,multivix advanced s/f,1,VIX PHARMA INTERNATIONAL,,,499.0
MUL0478,multivix advanced s/f orange flav efferscent tab 15's,,tablet,multivix advanced s/f orange flav efferscent,multivix advanced s/f orange flav efferscent 15s,1,multivix advanced s/f orange flav,multivix advanced s/f orange,multivix advanced s/f,1,VIX PHARMA INTERNATIONAL,,,299.0
MUL0480,multivix advanced vitamin c plus orange flav chew tab 30's,,tablet,multivix advanced vitamin c plus orange flav chew,multivix advanced vitamin c plus orange flav chew 30s,1,multivix advanced vitamin c plus orange flav,multivix advanced vitamin c plus orange,multivix advanced vitamin c plus,1,VIX PHARMA INTERNATIONAL,,,169.0
MUN0023,muniyal insol-n tab,,tablet,muniyal insol n,muniyal insol n,1,muniyal insol,muniyal,muniyal,1,MUN-MUNIYAL AYURVEDIC RESEARCH,,,2.75
MUS0204,muscletech essential platinum multi vitamin tab 90's,,tablet,muscletech essential platinum multi vitamin,muscletech essential platinum multi vitamin 90s,1,muscletech essential platinum multi,muscletech essential platinum,muscletech essential,1,MUSCLETECH,,,1500.0
MYD0027,my-d3 orange flav chew tab 4's,,tablet,my d3 orange flav chew,my d3 orange flav chew 4s,1,my d3 orange flav,my d3 orange,my d3,4,MEDICURE LIFE SCIENCES INDIA PVT LTD,,,30.0
MYO0062,myobal tab 10's,,tablet,myobal,myobal 10s,1,myobal,myobal,myobal,10,BIRLA LIFE SCIENCES,,,3.6
MYS0023,mysore sandal bath tab ( s ) 150/90,,tablet,mysore sandal bath,mysore sandal bath s 150/90,1,mysore sandal,mysore,mysore,1,ADONIS LABORATORIES PVT LTD,,,157.0
NAC0100,nacday-600 s/f orange flav effervescent tab 10's,,tablet,nacday 600 s/f orange flav effervescent,nacday 600 s/f orange flav effervescent 10s,1,nacday 600 s/f orange flav,nacday 600 s/f orange,nacday 600 s/f,10,BEST BIOTECH PHARMA,,,27.0
NAD0044,nadzyme pine apple flav chew tab 10's,,tablet,nadzyme pine apple flav chew,nadzyme pine apple flav chew 10s,1,nadzyme pine apple flav,nadzyme pine apple,nadzyme pine,10,NADINE HEALTHCARE PVT LTD,,,7.8
NAM0002,nameha tab 10's,,tablet,nameha,nameha 10s,1,nameha,nameha,nameha,10,BIRLA LIFE SCIENCES,,,4.4
