item_code,brand,Master Catalogue name,medicine_type,exp_sku_brand,mod_brand,count_syp,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,exp_sku_brand5,pack,manufacturer,catg,subcatg,mrp
1162725,blackcrown-10 1*60,,others,blackcrown 10 60s,blackcrown 10 60s,0,blackcrown 10,blackcrown,blackcrown,blackcrown,,RONYD DERMAJOINT HEALTH,,,750.0
1162729,photostable 1*50gm,,others,,photostable 1 50,0,,,,,,SUN PHARMA=[ CROSSLAND-1 ],,,722.0
1162757,muout+ powder 119gm,,others,muout+,muout+ powder 119,0,muout+,muout+,muout+,muout+,,DR.REDDY-[ WINTURA ],,,192.0
1162811,addtears e/d 10ml,,others,,addtears eye drops 10,0,,,,,,(CIP),,,135.25
1162916,enhale nasal/spray 1,,others,enhale,enhale nasal/spray 1,0,enhale,enhale,enhale,enhale,,DR.REDDY-[ ASPIRA ],,,275.0
1162933,tellcy ch-6.25 1*10,,others,tellcy ch 6.25 10s,tellcy ch 6.25 10s,0,tellcy ch 6.25,tellcy ch,tellcy,tellcy,,ALEMBIC-( SUMMIT ),,,88.0
1162942,zestopene 1*10,,others,,zestopene 10s,0,,,,,,ZENVITA HEALTHCARE PVT LTD.,,,192.0
1162943,zestopene plus 1*10,,others,,zestopene plus 10s,0,,,,,,ZENVITA HEALTHCARE PVT LTD.,,,295.0
1163055,pentanerv nt-100 1*10,,others,,pentanerv nt 100 10s,0,,,,,,ALKEM-(*PRIZMA ),,,72.5
1163113,cnfactiv syrup 60ml,,syrup,cnfactiv,cnfactiv syrup 60,1,cnfactiv,cnfactiv,cnfactiv,cnfactiv,,ERIS-{ MONTANA },,,70.0
1163119,muout+ powder 119gm,,others,muout+,muout+ powder 119,0,muout+,muout+,muout+,muout+,,DR.REDDY^S LABORATORIES LTD.,,,280.5
1163130,pentanerv-300 mg 1*10,,others,,pentanerv 300 10s,0,,,,,,ALKEM-(*PRIZMA ),,,160.5
1163181,gelusil sachet 10ml,,others,,gelusil sachet 10,0,,,,,,PFIZER-( FUTURA ),,,8.0
1163216,colymonas inj 3miu 3miu,,injection,colymonas,colymonas injection 3m,0,colymonas,colymonas,colymonas,colymonas,,GLENMARK-[ CRITICA ],,,3092.0
1163288,lnmet-25 1*10,,others,lnmet 25 10s,lnmet 25 10s,0,lnmet 25,lnmet,lnmet,lnmet,,ERIS-{ INSPIRA },,,99.82
1163291,lnmet-50 1*10,,others,lnmet 50 10s,lnmet 50 10s,0,lnmet 50,lnmet,lnmet,lnmet,,ERIS-{ INSPIRA },,,139.75
1163302,glutasource sach. 15gm,,others,glutasource sach.,glutasource sach. 15,0,glutasource,glutasource,glutasource,glutasource,,STANLEY HEALTHCARE PVT.LTD.,,,189.0
1163307,collagrace sach{stan} 12gm,,others,collagrace sach{stan},collagrace sach{stan} 12,0,collagrace,collagrace,collagrace,collagrace,,STANLEY HEALTHCARE PVT.LTD.,,,89.0
1163346,nicotex-4 [ mint+ ] 1*9,,others,nicotex 4 [ mint+ ] 9s,nicotex 4 [ mint+ ] 9s,0,nicotex 4 [ mint+ ],nicotex 4 [ mint+,nicotex 4 [,nicotex 4,,CIPLA LTD.,,,115.0
1163350,pentanerv nt-100 1*10,,others,,pentanerv nt 100 10s,0,,,,,,ALKEM-(*PRIZMA ),,,0.0
1163366,enhale nasal spray 1,,others,enhale nasal,enhale nasal spray 1,0,enhale,enhale,enhale,enhale,,DR.REDDY^S LABORATORIES LTD.,,,398.0
1163461,d.sol granules 1gm,,others,d.sol,d.sol granules 1000,0,d.sol,d.sol,d.sol,d.sol,,CIPLA-( SPECIALITY-3 ),,,30.0
1163576,hilin gm 1*10,,others,hilingm 10s,hilin 10s,0,hilingm,hilingm,hilingm,hilingm,,(DRL),,,172.7
1163722,enhale nasal spray 1,,others,enhale nasal,enhale nasal spray 1,0,enhale,enhale,enhale,enhale,,(DRL),,,398.0
1163757,augpen iv 600 mg i vial,,others,,augpen iv 600 i vial,0,,,,,,ZUVENTUS HEALTHCARE LTD,,,91.47
1163825,citam-10 1*10,,others,citam 10 10s,citam 10 10s,0,citam 10,citam,citam,citam,,UNICHEM UNIFOREVA,,,175.8
1163833,pentanerv-100 1*10,,others,,pentanerv 100 10s,0,,,,,,ALKEM-(*PRIZMA ),,,61.0
1163842,colymonas inj 4.5miu 4.5miu,,injection,colymonas,colymonas injection 4.5m,0,colymonas,colymonas,colymonas,colymonas,,GLENMARK-[ CRITICA ],,,4735.5
1163910,gelusil xtracool susp 200ml,,others,,gelusil xtracool suspension 200,0,,,,,,( AMTEK ) MARKETING @ SERVICES,,,85.0
1163971,hiora k mouthwash 150ml,,others,hiorak mouthwash,hiorak mouthwash 150,0,hiorak,hiorak,hiorak,hiorak,,HIMALAYA,,,75.0
1163972,hiora-k toothpaste 50gm,,others,hiorak toothpaste,hiorak toothpaste 50,0,hiorak,hiorak,hiorak,hiorak,,HIMALAYA (ZINDEL-WELLNESS),,,65.0
1163976,hiowna-kidz choc 400gm,,others,hiowna kidz choc,hiowna kidz choc 400,0,hiowna kidz,hiowna,hiowna,hiowna,,HIMALAYA,,,415.0
1163978,hiowna-choc 200gm,,others,hiowna choc,hiowna choc 200,0,hiowna,hiowna,hiowna,hiowna,,HIMALAYA,,,250.0
1163980,hiowna vanila 200gm,,others,hiowna vanilla,hiowna vanilla 200,0,hiowna,hiowna,hiowna,hiowna,,HIMALAYA,,,0.0
1164076,hiowana kidz straberry 200gm,,others,hiowana kidz straberry,hiowana kidz straberry 200,0,hiowana kidz,hiowana,hiowana,hiowana,,HIMALAYA,,,200.0
1174139,hiowna choc.(momz) 200gm,,others,hiowna choc. momz,hiowna choc. momz 200,0,hiowna choc.,hiowna,hiowna,hiowna,,HIMALAYA,,,240.0
1174141,hiowna vanila (momz) 200gm,,others,hiowna vanilla momz,hiowna vanilla momz 200,0,hiowna vanilla,hiowna,hiowna,hiowna,,HIMALAYA,,,260.0
1174188,antiseptic cream 20gm,,others,antiseptic,antiseptic cream 20,0,antiseptic,antiseptic,antiseptic,antiseptic,,HIMALAYA (ZINDEL-WELLNESS),,,40.0
1174281,rabipen plus 1,,others,,rabipen plus 1,0,,,,,,MOREPAN LAB LTD,,,157.0
1174364,z@d ds 20 syp  15ml,,syrup,z@d ds,z@d ds 20 syrup 15,1,z@d,z@d,z@d,z@d,,(DRL),,,106.75
1174373,ulgel 450ml sauf syp 450ml,,syrup,,ulgel 450 sauf syrup,1,,,,,,ALEMBIC-( ENTERON-GASTRO ),,,190.6
1174405,productive-pcos 1*10,,others,productive pcos 10s,productive pcos 10s,0,productive pcos,productive,productive,productive,,WANBURY-(WOW),,,194.7
1174419,rifelect-200 1*10,,others,rifelect 200 10s,rifelect 200 10s,0,rifelect 200,rifelect,rifelect,rifelect,,SUN PHARMA CLASSIC,,,125.0
1174438,sudopen inj-500mg 1vial,,injection,,sudopen injection 500 1vial,0,,,,,,SUN PHARMA=[ INTENSIVA ],,,3360.0
1174517,lactosoft sf 450ml,,others,lactosoft sf,lactosoft sf 450,0,lactosoft,lactosoft,lactosoft,lactosoft,,ASSURE LIFE SCIENCE PVT LTD.,,,499.0
1174519,pregtrip 1*10,,others,pregtrip 10s,pregtrip 10s,0,pregtrip,pregtrip,pregtrip,pregtrip,,ASSURE LIFE SCIENCE PVT LTD.,,,178.0
1174521,rutesure-a 1*10,,others,rutesure a 10s,rutesure a 10s,0,rutesure a,rutesure,rutesure,rutesure,,ASSURE LIFE SCIENCE PVT LTD.,,,240.0
1174534,sureclin shampoo 200ml,,others,sureclin,sureclin shampoo 200,0,sureclin,sureclin,sureclin,sureclin,,ASSURE LIFE SCIENCE PVT LTD.,,,270.0
1174627,dologel-ct 10gm,,others,,dologel ct 10,0,,,,,,(DRL),,,93.75
1174669,mgd-3 60k 1*14,,others,mgd 3 60k 1 14,d 3 60k 1 14,0,mgd 3 60k 1,mgd 3 60k,mgd 3,mgd,,PHARMED SYNERGY,,,247.0
1174693,polycap 1*15,,others,,polycap 15s,0,,,,,,CADILA,,,272.5
1174748,caldiwell-gold 1*10,,others,caldiwell gold 10s,caldiwell gold 10s,0,caldiwell gold,caldiwell,caldiwell,caldiwell,,STANLEY HEALTHCARE PVT.LTD.,,,220.0
1174782,fritocuf-a syp 100ml,,syrup,fritocuf a,fritocuf a syrup 100,1,fritocuf,fritocuf,fritocuf,fritocuf,,ERINOME,,,51.0
1174784,eritocuf-d syp 1*100ml,,syrup,eritocuf d,eritocuf d syrup 1 100,1,eritocuf,eritocuf,eritocuf,eritocuf,,ERINOME,,,0.0
1174794,fritocuf-d syp 100ml,,syrup,fritocuf d,fritocuf d syrup 100,1,fritocuf,fritocuf,fritocuf,fritocuf,,ERINOME,,,61.0
1174831,osteomax k-2 1*10,,others,osteomaxk 2 10s,osteomaxk 2 10s,0,osteomaxk 2,osteomaxk,osteomaxk,osteomaxk,,WINMARK,,,350.0
1174851,prepro-sb sach 1gm,,others,prepro sb sach,prepro sb sach 1000,0,prepro sb,prepro,prepro,prepro,,FOURRTS PERMIERE GASTRO,,,30.0
1174894,bresol syp 200ml 200ml,,syrup,bresol,bresol syrup 200,1,bresol,bresol,bresol,bresol,,HIMALAYA,,,150.0
1174896,hiowna vanila adult 400gm,,others,hiowna vanilla adult,hiowna vanilla adult 400,0,hiowna vanilla,hiowna,hiowna,hiowna,,HIMALAYA,,,475.0
1174913,supracal k-2 1*10,,others,supracalk 2 10s,supracalk 2 10s,0,supracalk 2,supracalk,supracalk,supracalk,,(PHARMED),,,232.0
1175083,bacticure 500 mg 1*6t,,others,bacticure,bacticure 500 1 6t,0,bacticure,bacticure,bacticure,bacticure,,EMCURE:-[ XENNEX ],,,380.0
1175103,hiowana adult choc 400gm,,others,hiowana adult choc,hiowana adult choc 400,0,hiowana adult,hiowana,hiowana,hiowana,,HIMALAYA,,,425.0
1175120,anxiace plus 1*10,,others,anxiace plus 10s,anxiace plus 10s,0,anxiace plus,anxiace,anxiace,anxiace,,FOREGEN HEALTHCARE PVT.LTD.,,,96.8
1175185,infura 1*10,,others,,infura 10s,0,,,,,,RPG:-{ UROLOGY },,,76.1
1175194,hiowna choc 200g,,others,hiowna choc 200g,hiowna choc 200g,0,hiowna choc,hiowna,hiowna,hiowna,,HIMALAYA,,,260.0
1175200,u.v.pro 30 spf gel 50gm,,others,u.v.pro 30 spf,u.v.pro 30 spf gel 50,0,u.v.pro 30,u.v.pro,u.v.pro,u.v.pro,,MENARINI RAUNAQ PHARMA LTD.,,,450.0
1175312,neb-zmart 1,,others,neb zmart 1,neb zmart 1,0,neb zmart,neb,neb,neb,,GLENMARK-[ MAJESTA ],,,5000.0
1175314,neb-zmart b-0.5 1*5,,others,neb zmart b 0.5 5s,neb zmart b 0.5 5s,0,neb zmart b 0.5,neb zmart b,neb zmart,neb,,GLENMARK-[ MAJESTA ],,,165.2
1175356,neb-zmart b-1 2ml,,others,neb zmart b 1,neb zmart b 1 2,0,neb zmart b,neb zmart,neb,neb,,GLENMARK-[ MAJESTA ],,,179.59
1175395,neb-zmart g respules 1*5,,others,neb zmart g respules 5s,neb zmart g respules 5s,0,neb zmart g respules,neb zmart g,neb zmart,neb,,GLENMARK-[ MAJESTA ],,,236.5
1175419,calactive 60k sach 1,,others,calactive 60k sach 1,calactive 60k sach 1,0,calactive 60k sach,calactive 60k,calactive,calactive,,NOVACHEMLIFE SCIENCE PVT.LTD.,,,30.0
1175423,ensist syp 1,,syrup,ensist,ensist syrup 1,1,ensist,ensist,ensist,ensist,,NOVACHEMLIFE SCIENCE PVT.LTD.,,,139.0
1175427,novawell-400 1*10tab,,others,novawell 400 1,novawell 400 1 10tab,0,novawell 400,novawell,novawell,novawell,,NOVACHEMLIFE SCIENCE PVT.LTD.,,,429.0
1175431,ultijoint sach 10.5g,,others,ultijoint sach 10.5g,ultijoint sach 10.5g,0,ultijoint sach,ultijoint,ultijoint,ultijoint,,NOVACHEMLIFE SCIENCE PVT.LTD.,,,99.0
1175527,stancolin-p 1*10,,others,stancolin p 10s,stancolin p 10s,0,stancolin p,stancolin,stancolin,stancolin,,STANLEY HEALTHCARE PVT.LTD.,,,495.0
1175529,zemisam-200 1*10,,others,zemisam 200 10s,zemisam 200 10s,0,zemisam 200,zemisam,zemisam,zemisam,,STANLEY HEALTHCARE PVT.LTD.,,,295.0
1175578,augpen bid-625 1*10,,others,,augpen bid 625 10s,0,,,,,,ZUVENTUS HEALTHCARE LTD,,,216.28
1175606,erinofer-xt xyp 150ml,,others,erinofer xyp,erinofer xyp 150,0,erinofer,erinofer,erinofer,erinofer,,ERINOME,,,135.0
1175692,productive gold 1*15,,others,productive gold 15s,productive gold 15s,0,productive gold,productive,productive,productive,,WANBURY-(WOW),,,399.0
1185679,pentanerv 450-sr 1*10,,others,,pentanerv 450 10s,0,,,,,,ALKEM-(*PRIZMA ),,,208.0
1185769,collaflex joint health supp sa 1*10,,others,collaflex joint health supp sa 10s,collaflex joint health supp sa 10s,0,collaflex joint health supp sa,collaflex joint health supp,collaflex joint health,collaflex joint,,UNIVERSAL,,,100.0
1185792,acobol inj 2ml,,injection,acobol,acobol injection 2,0,acobol,acobol,acobol,acobol,,ANG LIFESCIENCES PVT LTD,,,45.0
1185794,agpraz-dsr 1*10,,others,agpraz dsr 10s,agpraz dsr 10s,0,agpraz dsr,agpraz,agpraz,agpraz,,ANG LIFESCIENCES PVT LTD,,,80.0
1185795,amaero-500 1*3,,others,amaero 500 3s,amaero 500 3s,0,amaero 500,amaero,amaero,amaero,,ANG LIFESCIENCES PVT LTD,,,69.4
1185796,andtron inj 2ml,,injection,andtron,andtron injection 2,0,andtron,andtron,andtron,andtron,,ANG LIFESCIENCES PVT LTD,,,11.15
1185797,andtron-md 1*10,,others,andtron 10s,andtron 10s,0,andtron,andtron,andtron,andtron,,ANG LIFESCIENCES PVT LTD,,,55.0
1185798,angcal softgel 1*10,,others,angcal,angcal softgel 10s,0,angcal,angcal,angcal,angcal,,ANG LIFESCIENCES PVT LTD,,,105.0
1185799,angfenac plus 1ml,,others,angfenac plus,angfenac plus 1,0,angfenac,angfenac,angfenac,angfenac,,ANG LIFESCIENCES PVT LTD,,,15.0
1185800,angitax-1000 vial 10ml,,others,angitax 1000 vial,angitax 1000 vial 10,0,angitax 1000,angitax,angitax,angitax,,ANG LIFESCIENCES PVT LTD,,,32.8
1185801,angplex 200ml syp,,syrup,angplex,angplex 200 syrup,1,angplex,angplex,angplex,angplex,,ANG LIFESCIENCES PVT LTD,,,85.0
1185802,angvir-500 20ml,,others,angvir 500,angvir 500 20,0,angvir,angvir,angvir,angvir,,ANG LIFESCIENCES PVT LTD,,,455.91
1185803,cephyra-p syp 60ml,,syrup,cephyra p,cephyra p syrup 60,1,cephyra,cephyra,cephyra,cephyra,,ANG LIFESCIENCES PVT LTD,,,60.0
1185805,gofever forte 1*15,,others,gofever forte 15s,gofever forte 15s,0,gofever forte,gofever,gofever,gofever,,ANG LIFESCIENCES PVT LTD,,,25.6
1185806,mynam gel 1*20,,others,mynam,mynam gel 20s,0,mynam,mynam,mynam,mynam,,ANG LIFESCIENCES PVT LTD,,,96.0
1185807,ngfer syp 200ml,,syrup,ngfer,ngfer syrup 200,1,ngfer,ngfer,ngfer,ngfer,,ANG LIFESCIENCES PVT LTD,,,75.0
1185810,vidomet 1*20,,others,vidomet 20s,vidomet 20s,0,vidomet,vidomet,vidomet,vidomet,,ANG LIFESCIENCES PVT LTD,,,80.0
1185812,adamy-300 1*28,,others,adamy 300 1 28,adamy 300 1 28,0,adamy 300 1,adamy 300,adamy,adamy,,ANG LIFESCIENCES PVT LTD,,,151.0
1185813,adamy-600 1*28,,others,adamy 600 1 28,adamy 600 1 28,0,adamy 600 1,adamy 600,adamy,adamy,,ANG LIFESCIENCES PVT LTD,,,299.0
1185814,agclav-1.2gm 1*20,,others,agclav,agclav 1.2 20s,0,agclav,agclav,agclav,agclav,,ANG LIFESCIENCES PVT LTD,,,132.01
1185815,agclav-625 1*10,,others,agclav 625 10s,agclav 625 10s,0,agclav 625,agclav,agclav,agclav,,ANG LIFESCIENCES PVT LTD,,,169.0
1185816,agodox dry syp 300ml,,syrup,agodox dry,agodox dry syrup 300,1,agodox,agodox,agodox,agodox,,ANG LIFESCIENCES PVT LTD,,,78.0
1185818,agodox-100 1*10,,others,agodox 100 10s,agodox 100 10s,0,agodox 100,agodox,agodox,agodox,,ANG LIFESCIENCES PVT LTD,,,95.0
1185819,agodox-200 1*10,,others,agodox 200 10s,agodox 200 10s,0,agodox 200,agodox,agodox,agodox,,ANG LIFESCIENCES PVT LTD,,,150.0
1185820,agplan-200 1*8,,others,agplan 200 8s,agplan 200 8s,0,agplan 200,agplan,agplan,agplan,,ANG LIFESCIENCES PVT LTD,,,1080.0
1185821,agplan-400 10ml,,others,agplan 400,agplan 400 10,0,agplan,agplan,agplan,agplan,,ANG LIFESCIENCES PVT LTD,,,1590.0
1185822,anexamic-500 vial 5ml,,others,anexamic 500 vial,anexamic 500 vial 5,0,anexamic 500,anexamic,anexamic,anexamic,,ANG LIFESCIENCES PVT LTD,,,71.13
1185823,angferose 2.5ml,,others,angferose,angferose 2.5,0,angferose,angferose,angferose,angferose,,ANG LIFESCIENCES PVT LTD,,,80.0
1185824,angferose 5ml,,others,angferose,angferose 5,0,angferose,angferose,angferose,angferose,,ANG LIFESCIENCES PVT LTD,,,150.0
1185825,ansolone-1000 1*15,,others,ansolone 1000 15s,ansolone 1000 15s,0,ansolone 1000,ansolone,ansolone,ansolone,,ANG LIFESCIENCES PVT LTD,,,1039.0
1185826,ansolone-125 1*12,,others,ansolone 125 1 12,ansolone 125 1 12,0,ansolone 125 1,ansolone 125,ansolone,ansolone,,ANG LIFESCIENCES PVT LTD,,,255.0
1185827,ansolone-40 1*12,,others,ansolone 40 1 12,ansolone 40 1 12,0,ansolone 40 1,ansolone 40,ansolone,ansolone,,ANG LIFESCIENCES PVT LTD,,,165.0
1185828,ceffnof-200 1*10,,others,ceffnof 200 10s,ceffnof 200 10s,0,ceffnof 200,ceffnof,ceffnof,ceffnof,,ANG LIFESCIENCES PVT LTD,,,89.0
1185829,ceffnof dry syp 30ml,,syrup,ceffnof dry,ceffnof dry syrup 30,1,ceffnof,ceffnof,ceffnof,ceffnof,,ANG LIFESCIENCES PVT LTD,,,59.0
1185831,ceffnof-100 1*10,,others,ceffnof 100 10s,ceffnof 100 10s,0,ceffnof 100,ceffnof,ceffnof,ceffnof,,ANG LIFESCIENCES PVT LTD,,,75.0
1185832,ceffnof-of 1*10,,others,ceffnof of 10s,ceffnof of 10s,0,ceffnof of,ceffnof,ceffnof,ceffnof,,ANG LIFESCIENCES PVT LTD,,,104.0
1185833,cione-1gm 1*20,,others,cione,cione 1000 20s,0,cione,cione,cione,cione,,ANG LIFESCIENCES PVT LTD,,,56.67
1185834,cione-500 1*20,,others,cione 500 20s,cione 500 20s,0,cione 500,cione,cione,cione,,ANG LIFESCIENCES PVT LTD,,,45.81
1185835,cione-s 375 1*20,,others,cione s 375 20s,cione s 375 20s,0,cione s 375,cione s,cione,cione,,ANG LIFESCIENCES PVT LTD,,,45.0
1185836,cione-t 1.125gm 1*16,,others,cione t,cione t 1.125 1 16,0,cione,cione,cione,cione,,ANG LIFESCIENCES PVT LTD,,,123.34
1185837,ipine-250 vial 20ml,,others,ipine 250 vial,ipine 250 vial 20,0,ipine 250,ipine,ipine,ipine,,ANG LIFESCIENCES PVT LTD,,,985.0
1185838,ipine-500 1*8,,others,ipine 500 8s,ipine 500 8s,0,ipine 500,ipine,ipine,ipine,,ANG LIFESCIENCES PVT LTD,,,1690.0
1185839,kefinov-1gm 1*16,,others,kefinov,kefinov 1000 1 16,0,kefinov,kefinov,kefinov,kefinov,,ANG LIFESCIENCES PVT LTD,,,490.0
1185840,kefuzid-250 1*16,,others,kefuzid 250 1 16,kefuzid 250 1 16,0,kefuzid 250 1,kefuzid 250,kefuzid,kefuzid,,ANG LIFESCIENCES PVT LTD,,,64.66
1185842,kefuzid vial,,others,kefuzid vial,kefuzid vial,0,kefuzid,kefuzid,kefuzid,kefuzid,,ANG LIFESCIENCES PVT LTD,,,212.7
1185847,langicin-500 1*5,,others,langicin 500 5s,langicin 500 5s,0,langicin 500,langicin,langicin,langicin,,ANG LIFESCIENCES PVT LTD,,,872.0
1185848,ngipenem+500 20ml,,others,,ngipenem+500 20,0,,,,,,ANG LIFESCIENCES PVT LTD,,,1799.0
1185849,novomero 125mg 1*20,,others,novomero,novomero 125 20s,0,novomero,novomero,novomero,novomero,,ANG LIFESCIENCES PVT LTD,,,365.0
1185850,novomero 1gm 1*8,,others,novomero,novomero 1000 8s,0,novomero,novomero,novomero,novomero,,ANG LIFESCIENCES PVT LTD,,,2650.0
1185851,novomero 250 mg 1*20,,others,novomero,novomero 250 20s,0,novomero,novomero,novomero,novomero,,ANG LIFESCIENCES PVT LTD,,,705.0
1185852,novomero 500 1*12,,others,novomero 500 1 12,novomero 500 1 12,0,novomero 500 1,novomero 500,novomero,novomero,,ANG LIFESCIENCES PVT LTD,,,1450.0
1185854,novomero-s 1.5gm 1*8,,others,novomero s,novomero s 1.5 8s,0,novomero,novomero,novomero,novomero,,ANG LIFESCIENCES PVT LTD,,,2845.0
1185855,parang 5ml,,others,parang,parang 5,0,parang,parang,parang,parang,,ANG LIFESCIENCES PVT LTD,,,230.0
1185856,petpara-100 100ml,,others,petpara 100,petpara 100,0,petpara,petpara,petpara,petpara,,ANG LIFESCIENCES PVT LTD,,,370.0
1185858,pipazo-4.5gm 1*20,,others,pipazo,pipazo 4.5 20s,0,pipazo,pipazo,pipazo,pipazo,,ANG LIFESCIENCES PVT LTD,,,461.79
1185859,rabrab-20 1*20,,others,rabrab 20 20s,rabrab 20 20s,0,rabrab 20,rabrab,rabrab,rabrab,,ANG LIFESCIENCES PVT LTD,,,189.0
1185860,rabrab-dsr 1*10,,others,rabrab dsr 10s,rabrab dsr 10s,0,rabrab dsr,rabrab,rabrab,rabrab,,ANG LIFESCIENCES PVT LTD,,,95.0
1185861,recorte-100 1*20,,others,recorte 100 20s,recorte 100 20s,0,recorte 100,recorte,recorte,recorte,,ANG LIFESCIENCES PVT LTD,,,38.35
1185862,tigepos-50,,others,tigepos 50,tigepos 50,0,tigepos,tigepos,tigepos,tigepos,,ANG LIFESCIENCES PVT LTD,,,3659.0
1185863,xycol duo 1*12,,others,xycol duo 1 12,xycol duo 1 12,0,xycol duo 1,xycol duo,xycol,xycol,,ANG LIFESCIENCES PVT LTD,,,1599.0
1185864,xycol mono 1*12,,others,xycol mono 1 12,xycol mono 1 12,0,xycol mono 1,xycol mono,xycol,xycol,,ANG LIFESCIENCES PVT LTD,,,1020.0
1185865,xycol trio 1*12,,others,xycol trio 1 12,xycol trio 1 12,0,xycol trio 1,xycol trio,xycol,xycol,,ANG LIFESCIENCES PVT LTD,,,2399.0
1185867,agclav dry syp,,syrup,agclav dry,agclav dry syrup,1,agclav,agclav,agclav,agclav,,ANG LIFESCIENCES PVT LTD,,,60.0
1185869,ceffnof-200 1*10,,others,ceffnof 200 10s,ceffnof 200 10s,0,ceffnof 200,ceffnof,ceffnof,ceffnof,,ANG LIFESCIENCES PVT LTD,,,0.0
1185904,dipgenta+ 20gm,,others,dipgenta+,dipgenta+ 20,0,dipgenta+,dipgenta+,dipgenta+,dipgenta+,,MENARINI PRIMARY CARE,,,105.0
1185953,pantang 40mg inj 10ml,,injection,pantang,pantang 40 injection 10,0,pantang,pantang,pantang,pantang,,ANG LIFESCIENCES PVT LTD,,,46.8
1185981,bon k-2 hd 1*10,,others,bonk 2 hd 10s,bonk 2 hd 10s,0,bonk 2 hd,bonk 2,bonk,bonk,,(GLENMARK),,,285.0
1186033,dilgel 30gm,,others,,dilgel 30,0,,,,,,CADILA PHARMACEUTICAL,,,90.0
1186038,cefunov 1.5gm,,others,cefunov,cefunov 1.5,0,cefunov,cefunov,cefunov,cefunov,,ANG LIFESCIENCES PVT LTD,,,299.0
1186040,cione 250mg vail,,others,cione,cione 250 vail,0,cione,cione,cione,cione,,ANG LIFESCIENCES PVT LTD,,,24.53
1186042,ecomero 1gm,,others,ecomero,ecomero 1000,0,ecomero,ecomero,ecomero,ecomero,,ANG LIFESCIENCES PVT LTD,,,750.0
1186044,ngipenem+1000mg 30ml,,others,,ngipenem+1000 30,0,,,,,,ANG LIFESCIENCES PVT LTD,,,3550.0
1186047,pipazo 2.25gm,,others,pipazo,pipazo 2.25,0,pipazo,pipazo,pipazo,pipazo,,ANG LIFESCIENCES PVT LTD,,,212.53
1186081,agclav 300mg 1*21,,others,agclav,agclav 300 1 21,0,agclav,agclav,agclav,agclav,,ANG LIFESCIENCES PVT LTD,,,66.3
1186083,kefuzid 500mg 1*20*24,,others,kefuzid,kefuzid 500 1 20 24,0,kefuzid,kefuzid,kefuzid,kefuzid,,ANG LIFESCIENCES PVT LTD,,,132.0
1186085,pipazo 1.125gm 1*21*18,,others,pipazo,pipazo 1.125 1 21 18,0,pipazo,pipazo,pipazo,pipazo,,ANG LIFESCIENCES PVT LTD,,,86.1
1186117,rabrab inj 20mg,,injection,rabrab,rabrab injection 20,0,rabrab,rabrab,rabrab,rabrab,,ANG LIFESCIENCES PVT LTD,,,189.0
1186152,cione s-1.5gm 1,,others,cione s,cione s 1.5 1,0,cione,cione,cione,cione,,ANG LIFESCIENCES PVT LTD,,,107.1
1186154,cione-t 281.25 vial,,others,cione t 281.25 vial,cione t 281.25 vial,0,cione t 281.25,cione t,cione,cione,,ANG LIFESCIENCES PVT LTD,,,42.0
1196189,ezinapi+cream 50gm,,others,,ezinapi+cream 50,0,,,,,,(DRL),,,182.5
1196243,arunate-60 1,,others,arunate 60 1,arunate 60 1,0,arunate 60,arunate,arunate,arunate,,ANG LIFESCIENCES PVT LTD,,,208.25
1196262,metstamlo-50 1*10,,others,metstamlo 50 10s,metstao 50 10s,0,metstamlo 50,metstamlo,metstamlo,metstamlo,,(DRL),,,92.0
1196268,hiora-k toothpaste 100gm,,others,hiorak toothpaste,hiorak toothpaste 100,0,hiorak,hiorak,hiorak,hiorak,,HIMALAYA,,,110.0
1196318,eome-40 inj 10ml,,injection,eome,eome 40 injection 10,0,eome,eome,eome,eome,,ANG LIFESCIENCES PVT LTD,,,90.0
1196344,agclav 300mg inj 1,,injection,agclav,agclav 300 injection 1,0,agclav,agclav,agclav,agclav,,ANG LIFESCIENCES PVT LTD,,,65.0
1196358,lmontus kid forte 1*10,,others,lmontus paediatric forte 10s,lmontus paediatric forte 10s,0,lmontus paediatric forte,lmontus paediatric,lmontus,lmontus,,FOURRTS:-[ VIBRANT ],,,111.0
1196377,murinact 4gm,,others,murinact,murinact 4,0,murinact,murinact,murinact,murinact,,FUSION HEALTHCARE,,,3989.0
1196398,metstamlo-25 1*10,,others,metstamlo 25 10s,metstao 25 10s,0,metstamlo 25,metstamlo,metstamlo,metstamlo,,(DRL),,,61.5
1196407,cefunov-750 1,,others,cefunov 750 1,cefunov 750 1,0,cefunov 750,cefunov,cefunov,cefunov,,ANG LIFESCIENCES PVT LTD,,,186.0
1196409,vanpos 1gm,,others,vanpos,vanpos 1000,0,vanpos,vanpos,vanpos,vanpos,,ANG LIFESCIENCES PVT LTD,,,453.42
1196411,instalite cr 20gm,,others,instalite,instalite 20,0,instalite,instalite,instalite,instalite,,ANG LIFESCIENCES PVT LTD,,,96.0
1196413,arunate-120 1,,others,arunate 120 1,arunate 120 1,0,arunate 120,arunate,arunate,arunate,,ANG LIFESCIENCES PVT LTD,,,396.47
1196419,novawell-400 new rate 1*10tab,,others,novawell 400 new rate 1,novawell 400 new rate 1 10tab,0,novawell 400 new rate,novawell 400 new,novawell 400,novawell,,NOVACHEMLIFE SCIENCE PVT.LTD.,,,429.0
