item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_cap,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,id,brand_y,sku_brand,new_brand,medicine_type_y,new_brand2,cosine,max_cosine,quantity_x,quantity_y,quantity_flag,salt_flag,mod_brand2,uom_flag,uom_x,uom_y,strength_flag,strength_x,strength_y,pack,manufacturer,catg,subcatg,mrp,count,mod_cosine
1093658,silofast d-4 cap 1*10,,capsule,silofast d,silofast d 4 10s,1.0,silofast,silofast,silofast,312043.0,silofast 4 capsule 10s,silofast,silofast 4 10s,capsule,silofast 4 capsule 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,0.0,silofast d 4 capsule 10s,2.0,,,2.0,,,,CIPLA-( UROLOGY ),,,375.46,1,0.8660254037844387
1104295,d-acne 20 cap 1*10,,capsule,d acne,d acne 20 10s,1.0,d,d,d,160873.0,d acne i 20 capsule 10s,d,d acne i 20 10s,capsule,d acne i 20 capsule 10s,0.8944271909999159,0.8944271909999159,10,10,0.0,0.0,d acne 20 capsule 10s,2.0,,,2.0,,,,GLENMARK-[ PHARMA ],,,260.0,1,0.8944271909999159
1104423,goldcal max cap 1*10,,capsule,goldcal max,goldcal max 10s,1.0,goldcal,goldcal,goldcal,204773.0,goldcal  max soft gelatin capsule 10s,goldcal,goldcal max sg 10s,capsule,goldcal max sg capsule 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,0.0,goldcal max capsule 10s,2.0,,,2.0,,,,RONYD,,,299.0,1,0.8660254037844387
1104683,xyzal-a cap 1*10,,capsule,xyzal a,xyzal a 10s,1.0,xyzal,xyzal,xyzal,345018.0,xyzal a 5 mg/75 mg capsule 10s,xyzal,xyzal a 5/75 10s,capsule,xyzal a 5mg/75mg capsule 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,0.0,xyzal a capsule 10s,2.0,,mg,2.0,,5,,DR.REDDY-[ GRANDERA ],,,83.0,1,0.7745966692414834
1105097,folera md sg cap. 1*15,,capsule,folera sg,folera sg 15s,1.0,folera,folera,folera,196801.0,folera md capsule 15s,folera,folera 15s,capsule,folera capsule 15s,0.8164965809277259,0.8164965809277259,15,15,0.0,0.0,folera sg capsule 15s,2.0,,,2.0,,,,SVIZERA HEALTHCARE,,,131.7,1,0.8164965809277259
1105352,rekool-l cap 1*10,,capsule,rekool l,rekool l 10s,1.0,rekool,rekool,rekool,288635.0,rekool 40 d capsule sr 10s,rekool,rekool 40 d 10s,capsule,rekool 40 d capsule 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,0.0,rekool l capsule 10s,2.0,,,2.0,,,,ALEMBIC-( ENTERON-GASTRO ),,,271.65,1,0.5773502691896258
1105443,rabefine fast 20mg cap 1*10,,capsule,rabefine fast,rabefine fast 20 10s,1.0,rabefine,rabefine,rabefine,284684.0,rabefine dsr capsule 10s,rabefine,rabefine dsr 10s,capsule,rabefine dsr capsule 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,0.0,rabefine fast 20mg capsule 10s,2.0,mg,,2.0,20,,,GLENMARK-[ MILIEUS ],,,54.0,1,0.5773502691896258
1105646,gud enough cap 1,,capsule,gud enough,gud enough 1,1.0,gud,gud,gud,205797.0,gud enough capsule 10s,gud,gud enough 10s,capsule,gud enough capsule 10s,0.6666666666666667,0.6666666666666667,,10,1.0,0.0,gud enough capsule 1,2.0,,,2.0,,,,ERIS-{ NIKKOS },,,150.0,1,0.6666666666666667
1116473,lafutax d-10 cap 1*10,,capsule,lafutax d,lafutax d 10 10s,1.0,lafutax,lafutax,lafutax,224326.0,lafutax d 10 mg/30 mg capsule 10s,lafutax,lafutax d 10/30 10s,capsule,lafutax d 10mg/30mg capsule 10s,0.8944271909999159,0.8944271909999159,10,10,0.0,0.0,lafutax d 10 capsule 10s,2.0,,mg,2.0,,10,,AJANTA-[ ALMIRON ],,,80.0,1,0.8944271909999159
1116985,nauging b-6 cap 1*10,,capsule,nauging b,nauging b 6 10s,1.0,nauging,nauging,nauging,249708.0,nauging b6 capsule 10s,nauging,nauging b6 10s,capsule,nauging b6 capsule 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,0.0,nauging b 6 capsule 10s,2.0,,,2.0,,,,FOURRTS:-[ SP. ],,,50.0,1,0.5773502691896258
1117058,revital-h cap [60] 1*60,,capsule,revital h,revital h [60] 60s,1.0,revital,revital,revital,361817.0,revital h capsule 60s,revital,revital h 60s,capsule,revital h capsule 60s,0.8660254037844387,0.8660254037844387,60,60,0.0,0.0,revital h capsule [60] 60s,2.0,,,2.0,,,,SUN PHARMA=[ OTC ],,,550.0,1,0.8660254037844387
1117744,dha-cal cap 1*15,,capsule,dha cal,dha cal 15s,1.0,dha,dha,dha,368664.0,dha xt softgel capsule 15s,dha,dha softgel 15s,capsule,dha softgel capsule 15s,0.6666666666666667,0.6666666666666667,15,15,0.0,0.0,dha cal capsule 15s,2.0,,,2.0,,,,EMCURE:-[ XENNEA ],,,114.0,1,0.6666666666666667
1127996,nauging b-6 cap 1*10,,capsule,nauging b,nauging b 6 10s,1.0,nauging,nauging,nauging,249708.0,nauging b6 capsule 10s,nauging,nauging b6 10s,capsule,nauging b6 capsule 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,0.0,nauging b 6 capsule 10s,2.0,,,2.0,,,,FOURRTS:-[ SP. ],,,0.0,1,0.5773502691896258
1128085,goldcal d-3 cap 1*4,,capsule,goldcal d,goldcal d 3 4s,1.0,goldcal,goldcal,goldcal,204775.0,goldcal soft gelatin capsule 10s,goldcal,goldcal sg 10s,capsule,goldcal sg capsule 10s,0.2886751345948129,0.2886751345948129,4,10,1.0,0.0,goldcal d 3 capsule 4s,2.0,,,2.0,,,,RONYD,,,131.5,1,0.2886751345948129
1128573,celol d-3 cap 1*10,,capsule,celol d,celol d 3 10s,1.0,celol,celol,celol,149343.0,celol capsule 10s,celol,celol 10s,capsule,celol capsule 10s,0.7071067811865475,0.7071067811865475,10,10,0.0,0.0,celol d 3 capsule 10s,2.0,,,2.0,,,,EMCURE:-[ XENNEX ],,,277.15,1,0.7071067811865475
1129425,vaio gold cap 1*10,,capsule,vaio gold,vaio gold 10s,1.0,vaio,vaio,vaio,335316.0,vaio gold soft gelatin capsule 10s,vaio,vaio gold sg 10s,capsule,vaio gold sg capsule 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,0.0,vaio gold capsule 10s,2.0,,,2.0,,,,RONYD (ASTA)_,,,129.9,1,0.8660254037844387
1129427,goldcal k2-7 cap 1*10,,capsule,goldcal k2,goldcal k2 7 10s,1.0,goldcal,goldcal,goldcal,204781.0,goldcal k2 7 soft gelatin capsule 10s,goldcal,goldcal k2 7 sg 10s,capsule,goldcal k2 7 sg capsule 10s,0.8944271909999159,0.8944271909999159,10,10,0.0,0.0,goldcal k2 7 capsule 10s,2.0,,,2.0,,,,RONYD (ASTA)_,,,186.0,1,0.8944271909999159
1151254,cobuilt + cap 1*14,,capsule,cobuilt plus,cobuilt plus 1 14,1.0,cobuilt,cobuilt,cobuilt,156044.0,cobuilt capsule 14s,cobuilt,cobuilt 14s,capsule,cobuilt capsule 14s,0.35355339059327373,0.35355339059327373,plu,14,1.0,0.0,cobuilt plus capsule 1 14,2.0,,,2.0,,,,ALEMBIC-( OSTEOFIT ),,,420.0,1,0.35355339059327373
1151255,cobuilt total cap 1*14,,capsule,cobuilt total,cobuilt total 1 14,1.0,cobuilt,cobuilt,cobuilt,156044.0,cobuilt capsule 14s,cobuilt,cobuilt 14s,capsule,cobuilt capsule 14s,0.35355339059327373,0.35355339059327373,,14,1.0,0.0,cobuilt total capsule 1 14,2.0,,,2.0,,,,ALEMBIC-( OSTEOFIT ),,,370.0,1,0.35355339059327373
1162304,floristore-2.5 cap 1*10,,capsule,floristore 2.5,floristore 2.5 10s,1.0,floristore,floristore,floristore,195595.0,floristore capsule 10s,floristore,floristore 10s,capsule,floristore capsule 10s,0.7071067811865475,0.7071067811865475,10,10,0.0,0.0,floristore 2.5 capsule 10s,2.0,,,2.0,,,,ZUVENTUS HEALTHCARE LTD,,,200.0,1,0.7071067811865475
1162415,lycomega-m cap 1*10,,capsule,lycomega m,lycomega m 10s,1.0,lycomega,lycomega,lycomega,232612.0,lycomega m soft gelatin capsule 10s,lycomega,lycomega m sg 10s,capsule,lycomega m sg capsule 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,0.0,lycomega m capsule 10s,2.0,,,2.0,,,,WINMARK,,,720.0,1,0.8660254037844387
1163232,dutas-t cap  1*20,,capsule,dutas t,dutas t 20s,1.0,dutas,dutas,dutas,182560.0,dutas t plus capsule pr 15s,dutas,dutas t plus 15s,capsule,dutas t plus capsule 15s,0.5773502691896258,0.5773502691896258,20,15,1.0,0.0,dutas t capsule 20s,2.0,,,2.0,,,,(DRL),,,260.5,1,0.5773502691896258
1174298,folnew soft cap 1*10,,capsule,folnew soft,folnew soft 10s,1.0,folnew,folnew,folnew,197069.0,folnew capsule 10s,folnew,folnew 10s,capsule,folnew capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,folnew soft capsule 10s,2.0,,,2.0,,,,CADILA,,,104.9,1,0.8164965809277259
1174780,arthaoff-m cap 1*10,,capsule,arthaoff m,arthaoff m 10s,1.0,arthaoff,arthaoff,arthaoff,115755.0,arthaoff m 750mcg/75mg capsule 10s,arthaoff,arthaoff m 750/75 10s,capsule,arthaoff m 750mcg/75mg capsule 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,0.0,arthaoff m capsule 10s,2.0,,mg,2.0,,750,,ERINOME,,,126.0,1,0.7745966692414834
1174903,rosukem cv 10 cap,,capsule,rosukem cv,rosukem cv 10 capsule,1.0,rosukem,rosukem,rosukem,293530.0,rosukem gold 10 capsule 10s,rosukem,rosukem gold 10 10s,capsule,rosukem gold 10 capsule 10s,0.5,0.5,cap,10,1.0,1.0,rosukem cv 10 capsule,2.0,,,2.0,,,,ALKEM-(*MEDIVA ),,,110.0,1,0.5
1209666,d-kool cap 1*10,,capsule,d kool,d kool 10s,1.0,d,d,d,160970.0,d kool 100 mg/20 mg capsule 10s,d,d kool 100/20 10s,capsule,d kool 100mg/20mg capsule 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,0.0,d kool capsule 10s,2.0,,mg,2.0,,100,,ALEMBIC-( CORIUM ),,,82.0,1,0.7745966692414834
1210075,dutas t capsules 1*15,,capsule,dutas t,dutas t 15s,1.0,dutas,dutas,dutas,182560.0,dutas t plus capsule pr 15s,dutas,dutas t plus 15s,capsule,dutas t plus capsule 15s,0.8660254037844387,0.8660254037844387,15,15,0.0,0.0,dutas t capsule 15s,2.0,,,2.0,,,,DR.REDDY-[ FUTURA LEO ],,,430.0,1,0.8660254037844387
1210111,d3 sure cap 1*4,,capsule,d3 sure,d3 sure 4s,1.0,d3,d3,d3,161151.0,d3 sure soft gelatin capsule 4s,d3,d3 sure sg 4s,capsule,d3 sure sg capsule 4s,0.8660254037844387,0.8660254037844387,4,4,0.0,0.0,d3 sure capsule 4s,2.0,,,2.0,,,,AAREN HEALTHCARE PVT LTD,,,119.9,1,0.8660254037844387
1221305,domstal rd cap 15 str 1*15,,capsule,domstal rd,domstal rd 15 str 15s,1.0,domstal,domstal,domstal,169369.0,domstal rd capsule 15s,domstal,domstal rd 15s,capsule,domstal rd capsule 15s,0.7745966692414834,0.7745966692414834,15,15,0.0,0.0,domstal rd capsule 15 str 15s,2.0,,,2.0,,,,TORRENT,,,151.95,1,0.7745966692414834
1221325,vasovin xl 2.5 cap 25 btl,,capsule,vasovin 2.5,vasovin 2.5 25 btl,1.0,vasovin,vasovin,vasovin,336010.0,vasovin   xl 2.5 capsule 25s,vasovin,vasovin 2.5 25s,capsule,vasovin 2.5 capsule 25s,0.6708203932499369,0.6708203932499369,va,25,1.0,0.0,vasovin 2.5 capsule 25 btl,2.0,,,2.0,,,,TORRENT,,,187.5,1,0.6708203932499369
1221975,pansped d cap 10 str 1*10,,capsule,pansped d,pansped d 10 str 10s,1.0,pansped,pansped,pansped,270639.0,pansped d 10 mg/20 mg capsule 10s,pansped,pansped d 10/20 10s,capsule,pansped d 10mg/20mg capsule 10s,0.7999999999999998,0.7999999999999998,10,10,0.0,0.0,pansped d capsule 10 str 10s,2.0,,mg,2.0,,10,,TORRENT,,,127.5,1,0.7999999999999998
1222291,glycohale f capsules 3*10,,capsule,glycohale f,glycohale f 3 10,1.0,glycohale,glycohale,glycohale,370156.0,glycohale f rotacap 10s,glycohale,glycohale f 10s,capsule,glycohale f capsule 10s,0.5773502691896258,0.5773502691896258,,10,1.0,0.0,glycohale f capsule 3 10,2.0,,,2.0,,,,CIPLA-( RESPIRATORY-I ),,,381.33,1,0.5773502691896258
1222460,xantox vf cap 1*10,,capsule,xantox vf,xantox vf 10s,1.0,xantox,xantox,xantox,343834.0,xantox capsule 10s,xantox,xantox 10s,capsule,xantox capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,xantox vf capsule 10s,2.0,,,2.0,,,,GLENMARK-[ COSMOCARE ],,,499.0,1,0.8164965809277259
1222911,d3 sure cap 1*4,,capsule,d3 sure,d3 sure 4s,1.0,d3,d3,d3,161151.0,d3 sure soft gelatin capsule 4s,d3,d3 sure sg 4s,capsule,d3 sure sg capsule 4s,0.8660254037844387,0.8660254037844387,4,4,0.0,0.0,d3 sure capsule 4s,2.0,,,2.0,,,,AAREN HEALTHCARE PVT LTD,,,119.9,1,0.8660254037844387
1233669,shelcal joints cap 1*10,,capsule,shelcal joints,shelcal joints 10s,1.0,shelcal,shelcal,shelcal,374497.0,shelcal joints soft gelatin capsule 10s,shelcal,shelcal joints sg 10s,capsule,shelcal joints sg capsule 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,0.0,shelcal joints capsule 10s,2.0,,,2.0,,,,TORRENT ( SHELCAL B-WELL),,,770.0,1,0.8660254037844387
1233877,astyfer-z cap 1*30s,,capsule,astyfer z,astyfer z 1 30s,1.0,astyfer,astyfer,astyfer,116980.0,astyfer z capsule 30s,astyfer,astyfer z 30s,capsule,astyfer z capsule 30s,0.8660254037844387,0.8660254037844387,30,30,0.0,0.0,astyfer z capsule 1 30s,2.0,,,2.0,,,,TABLETS(INDIA)LIMITED,,,313.0,1,0.8660254037844387
1233901,bifilac gg cap 1*10s,,capsule,bifilac gg,bifilac gg 1 10s,1.0,bifilac,bifilac,bifilac,126344.0,bifilac gg capsule 10s,bifilac,bifilac gg 10s,capsule,bifilac gg capsule 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,0.0,bifilac gg capsule 1 10s,2.0,,,2.0,,,,TABLETS(INDIA)LIMITED,,,400.0,1,0.8660254037844387
1233909,clingen forte cap 1*7,,capsule,clingen forte,clingen forte 7s,1.0,clingen,clingen,clingen,154492.0,clingen forte vaginal capsule 7s,clingen,clingen forte vaginal 7s,capsule,clingen forte vaginal capsule 7s,0.8660254037844387,0.8660254037844387,7,7,0.0,0.0,clingen forte capsule 7s,2.0,,,2.0,,,,(ARISTO),,,169.65,1,0.8660254037844387
1234321,goldcal d-3 cap 1*4,,capsule,goldcal d,goldcal d 3 4s,1.0,goldcal,goldcal,goldcal,204775.0,goldcal soft gelatin capsule 10s,goldcal,goldcal sg 10s,capsule,goldcal sg capsule 10s,0.2886751345948129,0.2886751345948129,4,10,1.0,0.0,goldcal d 3 capsule 4s,2.0,,,2.0,,,,(RONYD),,,131.5,1,0.2886751345948129
1234353,rosiflex trio cap 1*14,,capsule,rosiflex trio,rosiflex trio 1 14,1.0,rosiflex,rosiflex,rosiflex,293214.0,rosiflex trio capsule 14s,rosiflex,rosiflex trio 14s,capsule,rosiflex trio capsule 14s,0.5773502691896258,0.5773502691896258,ro,14,1.0,0.0,rosiflex trio capsule 1 14,2.0,,,2.0,,,,ERIS-{ NIKKOS },,,746.9,1,0.5773502691896258
1234805,lenteclin-lb cap 1*10,,capsule,lenteclin lb,lenteclin lb 10s,1.0,lenteclin,lenteclin,lenteclin,371121.0,lenteclin lb 100mg capsule 10s,lenteclin,lenteclin lb 100 10s,capsule,lenteclin lb 100mg capsule 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,0.0,lenteclin lb capsule 10s,2.0,,mg,2.0,,100,,ARISTO MF-1,,,73.35,1,0.8660254037844387
1245575,calbona plus cap 1*10,,capsule,calbona plus,calbona plus 10s,1.0,calbona,calbona,calbona,367521.0,calbona soft gelatin capsule 10s,calbona,calbona sg 10s,capsule,calbona sg capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,1.0,calbona plus capsule 10s,2.0,,,2.0,,,,LIFEMED HEALTHCARE,,,198.9,1,0.6666666666666667
1245579,zorb-l cap 1*10,,capsule,zorb l,zorb l 10s,1.0,zorb,zorb,zorb,349835.0,zorb d3 soft gelatin capsule 4s,zorb,zorb d3 sg 4s,capsule,zorb d3 sg capsule 4s,0.2886751345948129,0.2886751345948129,10,4,1.0,0.0,zorb l capsule 10s,2.0,,,2.0,,,,LIFEMED HEALTHCARE,,,189.9,1,0.2886751345948129
1245965,intebact imun cap 1*14,,capsule,intebact imun,intebact imun 1 14,1.0,intebact,intebact,intebact,380216.0,intebact imun capsule 14s,intebact,intebact imun 14s,capsule,intebact imun capsule 14s,0.5773502691896258,0.5773502691896258,,14,1.0,0.0,intebact imun capsule 1 14,2.0,,,2.0,,,,MOREPAN LAB LTD,,,799.0,1,0.5773502691896258
1245986,rosiflex trio cap 1*14,,capsule,rosiflex trio,rosiflex trio 1 14,1.0,rosiflex,rosiflex,rosiflex,293214.0,rosiflex trio capsule 14s,rosiflex,rosiflex trio 14s,capsule,rosiflex trio capsule 14s,0.5773502691896258,0.5773502691896258,ro,14,1.0,0.0,rosiflex trio capsule 1 14,2.0,,,2.0,,,,(ERIS),,,746.9,1,0.5773502691896258
1246996,cor-3d cap 1*10,,capsule,cor 3d,cor 3d 10s,1.0,cor,cor,cor,157913.0,cor 3 d capsule 10s,cor,cor 3 d 10s,capsule,cor 3 d capsule 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,0.0,cor 3d capsule 10s,2.0,,,2.0,,,,CORONA REMEDIES,,,210.0,1,0.5773502691896258
1247211,nova d-50 cap 1*10,,capsule,nova d,nova d 50 10s,1.0,nova,nova,nova,381024.0,nova d 75mg capsule 10s,nova,nova d 75 10s,capsule,nova d 75mg capsule 10s,0.75,0.75,10,10,0.0,0.0,nova d 50 capsule 10s,2.0,,mg,2.0,,75,,CIPLA ( IMPULSE-2 ),,,139.0,1,0.75
1247243,deplatt av-10 cap 1*10,,capsule,deplatt av,deplatt av 10 10s,1.0,deplatt,deplatt,deplatt,378051.0,deplatt av 10mg/75mg capsule 10s,deplatt,deplatt av 10/75 10s,capsule,deplatt av 10mg/75mg capsule 10s,0.8944271909999159,0.8944271909999159,10,10,0.0,0.0,deplatt av 10 capsule 10s,2.0,,mg,2.0,,10,,TORRENT,,,140.55,1,0.8944271909999159
1247617,a-phyl cap 1*50c,,capsule,a phyl,a phyl 1 50c,1.0,a,a,a,113962.0,a phyl 100 capsule 10s,a,a phyl 100 10s,capsule,a phyl 100 capsule 10s,0.5,0.5,,10,1.0,0.0,a phyl capsule 1 50c,2.0,,,2.0,,,,FRANCO-INDIAN PHARMA,,,116.0,1,0.5
1248533,crevast cv 10mg capsule 10^s,,capsule,crevast cv,crevast cv 10 s,1.0,crevast,crevast,crevast,159223.0,crevast cv 10 capsule 10s,crevast,crevast cv 10 10s,capsule,crevast cv 10 capsule 10s,0.75,0.75,,10,1.0,0.0,crevast cv 10mg capsule 10 s,2.0,mg,,2.0,10,,,ERIS (ASPIRE),,,0.0,1,0.75
1248534,crevast cv 20mg capsule 10^s,,capsule,crevast cv,crevast cv 20 10 s,1.0,crevast,crevast,crevast,159223.0,crevast cv 10 capsule 10s,crevast,crevast cv 10 10s,capsule,crevast cv 10 capsule 10s,0.6708203932499369,0.6708203932499369,,10,1.0,0.0,crevast cv 20mg capsule 10 s,2.0,mg,,2.0,20,,,ERIS (ASPIRE),,,0.0,1,0.6708203932499369
1248551,tamflo d capsule 10^s,,capsule,tamflo d,tamflo d 10 s,1.0,tamflo,tamflo,tamflo,321478.0,tamflo d 0.4mg/0.5mg capsule 10s,tamflo,tamflo d 0.4/0.5 10s,capsule,tamflo d 0.4mg/0.5mg capsule 10s,0.3333333333333333,0.3333333333333333,,10,1.0,0.0,tamflo d capsule 10 s,2.0,,mg,2.0,,0.4,,RPG IMPULSE,,,0.0,1,0.3333333333333333
1022738,praize d forte cap 1*10,,capsule,praize d forte,praize d forte 10s,1.0,praize d,praize,praize,278916.0,praize d forte 30mg/40mg capsule 10s,praize,praize d forte 30/40 10s,capsule,praize d forte 30mg/40mg capsule 10s,0.8164965809277261,0.8164965809277261,10,10,0.0,0.0,praize d forte capsule 10s,2.0,,mg,2.0,,30,,IPCA=( IPM ),,,78.0,1,0.8164965809277261
1045371,mono isordil sr30 cap,,capsule,mono isordil sr30,mono isordil sr30 capsule,1.0,mono isordil,mono,mono,243291.0,mono isordil 30mg capsule sr 10s,mono,mono isordil 30 10s,capsule,mono isordil 30mg capsule 10s,0.5,0.5,cap,10,1.0,0.0,mono isordil sr30 capsule,2.0,,mg,2.0,,30,,IPCA=( CCC ),,,31.75,1,0.5
1045372,mono isordil sr60 cap,,capsule,mono isordil sr60,mono isordil sr60 capsule,1.0,mono isordil,mono,mono,243291.0,mono isordil 30mg capsule sr 10s,mono,mono isordil 30 10s,capsule,mono isordil 30mg capsule 10s,0.5,0.5,cap,10,1.0,0.0,mono isordil sr60 capsule,2.0,,mg,2.0,,30,,IPCA=( CCC ),,,47.0,1,0.5
1057132,nutrolin b plus cap 1*15,,capsule,nutrolin b plus,nutrolin b plus 15s,1.0,nutrolin b,nutrolin,nutrolin,258832.0,nutrolin b plus (new) capsule 15s,nutrolin,nutrolin b plus new 15s,capsule,nutrolin b plus new capsule 15s,0.8944271909999159,0.8944271909999159,15,15,0.0,0.0,nutrolin b plus capsule 15s,2.0,,,2.0,,,,CIPLA-( INSPIRA ),,,50.5,1,0.8944271909999159
1128420,vitanova-d3 sg cap 1*10,,capsule,vitanova d3 sg,vitanova d3 sg 10s,1.0,vitanova d3,vitanova,vitanova,361982.0,vitanova   d3 sg capsule 4s,vitanova,vitanova d3 sg 4s,capsule,vitanova d3 sg capsule 4s,0.75,0.75,10,4,1.0,0.0,vitanova d3 sg capsule 10s,2.0,,,2.0,,,,ZUVENTUS HEALTHCARE LTD,,,112.35,1,0.75
1139641,bon dk 2k caps 1*10,,capsule,bon dk 2k,bon dk 2k 10s,1.0,bon dk,bon,bon,361851.0,bon dk 60k capsule 4s,bon,bon dk 60k 4s,capsule,bon dk 60k capsule 4s,0.5,0.5,10,4,1.0,0.0,bon dk 2k capsule 10s,2.0,,,2.0,,,,GLENMARK-[ INTEGRACE ],,,60.0,1,0.5
1163467,nutrolin b plus cap 1*15,,capsule,nutrolin b plus,nutrolin b plus 15s,1.0,nutrolin b,nutrolin,nutrolin,258832.0,nutrolin b plus (new) capsule 15s,nutrolin,nutrolin b plus new 15s,capsule,nutrolin b plus new capsule 15s,0.8944271909999159,0.8944271909999159,15,15,0.0,0.0,nutrolin b plus capsule 15s,2.0,,,2.0,,,,(CIP),,,41.74,1,0.8944271909999159
1163606,full 365-woman cap 1*15,,capsule,full 365 woman,full 365 woman 15s,1.0,full 365,full,full,198380.0,full 365 capsule 15s,full,full 365 15s,capsule,full 365 capsule 15s,0.8660254037844387,0.8660254037844387,15,15,0.0,0.0,full 365 woman capsule 15s,2.0,,,2.0,,,,ZUVENTUS-( ODENEA ),,,195.0,1,0.8660254037844387
1175296,ubi q-f cap 1*10,,capsule,ubi q f,ubi q f 10s,1.0,ubi q,ubi,ubi,375552.0,ubi q capsule 10s,ubi,ubi q 10s,capsule,ubi q capsule 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,0.0,ubi q f capsule 10s,2.0,,,2.0,,,,FOURRTS:-[ SP. ],,,200.0,1,0.8660254037844387
1209941,shelcal ct max cap 1*15,,capsule,shelcal ct max,shelcal ct max 15s,1.0,shelcal ct,shelcal,shelcal,311320.0,shelcal ct max soft gelatin capsule 15s,shelcal,shelcal ct max sg 15s,capsule,shelcal ct max sg capsule 15s,0.8944271909999159,0.8944271909999159,15,15,0.0,0.0,shelcal ct max capsule 15s,2.0,,,2.0,,,,TORRENT ( SHELCAL B-WELL),,,390.35,1,0.8944271909999159
1220785,i-vit pro cap 1*15,,capsule,i vit pro,i vit pro 15s,1.0,i vit,i,i,217081.0,i vit pro soft gelatin capsule 15s,i,i vit pro sg 15s,capsule,i vit pro sg capsule 15s,0.8944271909999159,0.8944271909999159,15,15,0.0,0.0,i vit pro capsule 15s,2.0,,,2.0,,,,TORRENT (UNOSPIRIT),,,187.5,1,0.8944271909999159
1022378,a to z gold cap 1*15,,capsule,a to z gold,a to z gold 15s,1.0,a to z,a to,a,100641.0,a to z gold ns capsule 15s,a,a to z gold ns 15s,capsule,a to z gold ns capsule 15s,0.9128709291752769,0.9128709291752769,15,15,0.0,0.0,a to z gold capsule 15s,2.0,,,2.0,,,,ALKEM-(*ACE ),,,200.0,1,0.9128709291752769
1197398,a to z gold cap 1*15,,capsule,a to z gold,a to z gold 15s,1.0,a to z,a to,a,100641.0,a to z gold ns capsule 15s,a,a to z gold ns 15s,capsule,a to z gold ns capsule 15s,0.9128709291752769,0.9128709291752769,15,15,0.0,0.0,a to z gold capsule 15s,2.0,,,2.0,,,,(ALKEM),,,200.0,1,0.9128709291752769
1233983,pasilow-50 soft gel cap 1*5s,,capsule,pasilow 50 soft gel,pasilow 50 soft gel 1 5s,1.0,pasilow 50 soft,pasilow 50,pasilow,373164.0,pasilow 50mg capsule 5s,pasilow,pasilow 50 5s,capsule,pasilow 50mg capsule 5s,0.7071067811865476,0.7071067811865476,5,5,0.0,0.0,pasilow 50 soft gel capsule 1 5s,2.0,,mg,2.0,,50,,GLENMARK (GRACEWELL),,,277.04,1,0.7071067811865476
1233984,pasilow-100 soft gel cap 1*5s,,capsule,pasilow 100 soft gel,pasilow 100 soft gel 1 5s,1.0,pasilow 100 soft,pasilow 100,pasilow,373163.0,pasilow 100mg capsule 5s,pasilow,pasilow 100 5s,capsule,pasilow 100mg capsule 5s,0.7071067811865476,0.7071067811865476,5,5,0.0,0.0,pasilow 100 soft gel capsule 1 5s,2.0,,mg,2.0,,100,,GLENMARK (GRACEWELL),,,539.44,1,0.7071067811865476
1000024,ampoxin 250 cap 1*15,,capsule,ampoxin,ampoxin 250 15s,1.0,ampoxin,ampoxin,ampoxin,112007.0,ampoxin 250 capsule 15s,ampoxin,ampoxin 250 15s,capsule,ampoxin 250 capsule 15s,,,,,,0.0,ampoxin 250 capsule 15s,,,,,,,,TORRENT(UVA),,,38.9,1,
1000025,ampoxin 500 cap 1*15,,capsule,ampoxin,ampoxin 500 15s,1.0,ampoxin,ampoxin,ampoxin,362074.0,ampoxin 500 capsule 15s,ampoxin,ampoxin 500 15s,capsule,ampoxin 500 capsule 15s,,,,,,0.0,ampoxin 500 capsule 15s,,,,,,,,TORRENT(UVA),,,97.7,1,
1000087,madonia cap 1*10,,capsule,madonia,madonia 10s,1.0,madonia,madonia,madonia,233494.0,madonia capsule 10s,madonia,madonia 10s,capsule,madonia capsule 10s,,,,,,0.0,madonia capsule 10s,,,,,,,,AJANTA-[ ALMIRON ],,,64.0,1,
1000091,vizylac cap 1*15,,capsule,vizylac,vizylac 15s,1.0,vizylac,vizylac,vizylac,361777.0,vizylac capsule 15s,vizylac,vizylac 15s,capsule,vizylac capsule 15s,,,,,,0.0,vizylac capsule 15s,,,,,,,,TORRENT(UVA),,,69.25,1,
