Product Code,Product Name,Pack Size,Company,catg,subcatg,MRP
3752,MONOCEF O CV 100 SYP,30ML,ARISTO,,,165
27603,MOX 250 REDIMIX 30ML,30ML,RANBAXY,,,50.1
8251,ORCERIN CAP,10CAP,MACLEODS,,,140
28953,OVITAZIN 5G CAP,10TAB,PANZIN HEALTHCARE PVT.LTD,,,0
28954,OVITAZIN SYP 200ML,200ML,PANZIN HEALTHCARE PVT.LTD,,,0
27288,P ZIDE 500MG,10TAB,CADILA HEALTHCARE LTD,,,49.31
325330884,PALMOVA CAP,10TAB,ALNICHE LIFE SCIENCES PVT LTD,,,395
28955,PANARAZOL-D CAP,10TAB,PANZIN HEALTHCARE PVT.LTD,,,0
28956,PANZICLAV-625 TAB,10TAB,PANZIN HEALTHCARE PVT.LTD,,,0
28957,PANZILEST TAB,10TAB,PANZIN HEALTHCARE PVT.LTD,,,0
28958,PANZOLID TAB ALU,10TAB,PANZIN HEALTHCARE PVT.LTD,,,0
8283,PATADAY OPTHALMIC SOL.,2.5ML,ALCON,,,436
12099,PEDIASURE VANILLA 200GM JAR /IN24,200GM,ABBOTT NUTRA,,,390
874,PURIM TAB,60TAB,HIMALAYA DRUG CO.,,,120
9602,RB TONE RAPID SYP,225ML,MEDLEY PHARMACEUTICALS LTD,,,249
28959,ROMFIRST TAB,10TAB,PANZIN HEALTHCARE PVT.LTD,,,0
21628,SHILAJIT GOLD CAP 20S,20CAP,DABUR INDIA LTD.,,,475
21467,INFRARED DIGITEL THERMO NAULAKHA,1*50,OTHERS,,,5499
28960,STURDOX-CV 325 TAB,10TAB,PANZIN HEALTHCARE PVT.LTD,,,0
28423,SUNCUMIN CAP,10TAB,A.R PHARMACEUTICALS,,,549
28178,USINACIN 5,10TAB,YTILIGA PHARMACEUTICALS,,,385
28961,ZINFEN-P TAB,10TAB,PANZIN HEALTHCARE PVT.LTD,,,0
28355,ACHOO PAIN OIL 10ML,10ML,BRAWN COSMETICS & HERBALS PVT,,,50
23256,INSTANT SUGAR FREE NATURA POWDER,1TAB,ZYDUS WELLNES PRODUCT LTD.,,,0.01
29492,ANTARAB DSR TAB,10TAB,ANTARES PHARMACEUTICALS PVT LT,,,0
26613,AYUSH KWATH POWDER SACHETGMS,3*30GMS,AMIL PHARMACEUTICALS INDIA LTD,,,240
29981,BRIMOSOFT-T EYE DROP,5ML,NEOMEDIX HEALTHCARE LTD.,,,345
29496,CARTIPURE C TAB,10TAB,ANTARES PHARMACEUTICALS PVT LT,,,258
20129,INSUGEN-R VIAL 10ML,10ML,BIOCON,,,156.9
4437,DAROLAC Z SACHET,10*2GM,ARISTO,,,199.5
316230946,DHUP ORAL DROP 30ML,30ML,ALBERT DAVID,,,82.94
17880,DISTONE CAP,24TAB,IND SWIFT LABORATORIES LTD,,,216
19285,ESOGRESS-L CAPULE,10CAP,LA RENON HEALTHCARE,,,245
23015,FOLVITE ACTIVE,10TAB,PFIZER,,,265.66
23320,INOGLA 20,1TAB,WOCKHARDT LTD.,,,217.5
14320,LATOPROST RT BKC FREE E/D,2.5ML,SUN PHARMA 2,,,649
50030842,ISAC 10MG,10TAB,SYSTOPIC,,,109
16894,MANFORCE STAYLONG GEL,8GM,MANKIND OTC,,,110
29498,MUSNURON FD TAB,10TAB,ANTARES PHARMACEUTICALS PVT LT,,,425
7326,OSEDRATE TAB,10TAB,AKSIGEN HOSPITAL CARE,,,155
23490,PEDIFLOR KIDZ NATURAL ORANGE,70GM,GROUP PHARMACEUTICALS,,,105
3985,SHIGRU BONE AND JOINT TAB,60TAB,HIMALAYA DRUG CO.,,,176.42
105,SIZON TAB,10TAB,SYSTOPIC,,,18
6993,SLOANS BALM 20GM,20GM,PIRAMAL,,,83
21848,JELLY HOT WATER BOTTLE,1TAB,OTHERS,,,550
25790,JESSICA QF TAB,1S,TTK HEALTHCARE LTD,,,143
9757,T-98 SUSP.,60ML,MANKIND,,,22.17
16238,JOLLY TULSI 51 18ML,18ML,JOLLY HEALTH CARE PRIVATE LIMI,,,195
12561,JOY FRUIT CR. 200ML,200ML,OTHERS,,,158
24573,JOY FW CHARCOAL  100 ML,100 ML,OTHERS,,,75
24614,ADALIA MOISTARIZING CREAM 50GM,50GM,SANSTUTI PHARMACEUTICALS,,,149
14414,AMLIP 5 TAB,10TAB,CIPLA GENRIC,,,32.36
620,ARISTOZYME DROP,15ML,ARISTO,,,60.8
8298,ATORLIP 40 TAB,10TAB,CIPLA LTD,,,239.9
17437,B 29 SYP 200ML,200ML,CORONA REMIDIES PVT.LTD,,,159
29766,CPM TAB,1000TAB,MENARINI INDIA PVT LTD,,,89.8
4243,CRIXAN 500 TAB,5TAB,RANBAXY,,,310.4
25929,EIDO FE TAB(5%),10TAB,LA RENON HEALTHCARE,,,159
3561,ENZAR HS CAP,15CAP,TORRENT,,,634.3
24641,FUNGIDUST DUSTING POWDER 100GM,100GM,SANSTUTI PHARMACEUTICALS,,,140
24610,ISOT-20CAP,10CAP,SANSTUTI PHARMACEUTICALS,,,240
29917,MIRABIG S 25MG TAB,10S,MSN LABORATORIES,,,385
27275,MISTY SOFT EYE DROP  10ML,10ML,NRI,,,240
6322,MONOCEF O CV 50 DRY SYP,30ML,ARISTO,,,115
24182,MX2 TOPICAL SOLUTION,60ML,H&H HEALTH CARE,,,395
13975,NASIVION 0.05% NASAL SOLUTION,10ML,PROCTER AND GAMBLE HEALTHCARE LTD,,,96.3
2763,NEBILONG TAB,15TAB,MICRO,,,135
20855,KERA XL SERIUM 30ML,30ML,IPCA LABORATORIES LTD,,,750
318331195,NEW OLESOFT MAX CREAM 300GM,300GM,ALKEM,,,715
28989,OSICAL TAB,30TAB,CIPLA LTD,,,0
28893,PAPULEX CLEASING GEL 100ML,100ML,MENARINI INDIA PVT LTD,,,540
20342,QGOLD-F SOFTGEL,10CAP,PHARMED,,,355
28721,KEVON LOTION,75ML,GLODERMA PHARMA,,,260
28379,RENGLIF 10MG TAB,15TAB,LAISSEZ FAIRE PHARMACEUTICALS,,,191.35
21386,SARVGUARD ANTISEPIC LIQUID,500ML,ASARVA LIFESCIENCES,,,152
28173,SODINOR TAB,10TAB,YTILIGA PHARMACEUTICALS,,,39
6925,TAXIM O DROP,10ML,ALKEM,,,67
9438,TELSAR 20 TAB,15TAB,TORRENT,,,58.12
9440,TELSAR 80 TAB,10TAB,TORRENT,,,103.93
2541,TOPNAC,10TAB,SYSTOPIC,,,23
22669,ZAC D CHEW TAB,15TAB,ERIS PHARMA,,,165
8459,ZENTEL TAB,10TAB,GALAXO SMITH KLINE LTD,,,9.55
29880,ALSITA M 50MG TAB,10TAB,ALKEM,,,89
15365,APDROP EYE DROP,5ML,AJANTA PHARMA LTD,,,184.5
21845,KNEE CAP TYNOR,1CAP,TYNOR LTD,,,325
29890,DIPROVATE G PLUS,30GM,RANBAXY,,,99
12508,IODEX 8GM,8GM,GALAXO SMITH KLINE OTC,,,42
318331184,NEW OLESOFT MAX CREAM 150GM,150GM,ALKEM,,,464
10018,NUFORCE SOAP,75GM,MANKIND,,,99
16933,NVM-M12 TAB,10TAB,SEAGULL LABORATORIES PVT LTD,,,55
13051,OCUVIR SKIN CREAM,5GM,FDC LTD.,,,99
18717,OLMARK 20 TAB,15TAB,INTAS PHARMACEUTICALS,,,185
16995,KTL PLUS EYE DROP 10ML,10ML,SAPIENT LABROTORIES LTD,,,92
29989,OXYSITE CAP,10TAB,NEOMEDIX HEALTHCARE LTD.,,,240
323831090,PEDIFLOR KIDZ BUBBLE GUM,70GM,GROUP PHARMACEUTICALS,,,115
30474,SGLTD-S 5/50 TAB,10TAB,MANKIND,,,128
18965,SPIREX PLUS SOFTGEL CAP,10CAP,AN PHARMACEUTICALS,,,294
13050,SURFAZ TOPICAL SOLUTION,15ML,FRANCO INDIA,,,73.5
29314,TOFADOZ 5MG TABLET,10TAB,MSN LABORATORIES,,,407
28181,UTIRIGA TAB,10TAB,YTILIGA PHARMACEUTICALS,,,398
30091,VASAKA SYRUP 200ML,200ML,HIMALAYA DRUG CO.,,,130
28962,ZINFEN-SP TAB,10TAB,PANZIN HEALTHCARE PVT.LTD,,,0
27598,ZOLAX 0.25 TAB,10TAB,INTAS PHARMACEUTICALS,,,16
316230942,ADLIV DROP 60ML,60ML,ALBERT DAVID,,,72.61
17869,LACTOCALAMINE GREEN 120ML,120ML,PIRAMAL,,,240
319431066,ALDOSMIN 1000MG TAB,10TAB,RANBAXY,,,238
24619,ALLAY-D 10TAB,10TAB,SANSTUTI PHARMACEUTICALS,,,195
30814,ANCAL TAB,10TAB,AN PHARMACEUTICALS,,,121
30250,ANIN 20 TAB,10TAB,IND SWIFT LABORATORIES LTD,,,192.5
17883,LACTOCALAMINE-OC ALOE,120ML,PIRAMAL,,,198
25789,LAKME SUN EXPERT SPF24 S/L 60ML,60ML,HINDUSTAN UNILIVER LTD,,,225
20936,LAMINO SHE,1BOX,LA RENON HEALTHCARE,,,499
317730915,ARNOZA 200 TAB,10TAB,TORRENT,,,500
329231072,BISOBIS T 2.5 TAB,10TAB,CORONA REMIDIES PVT.LTD,,,120
329231073,BISOBIS T 5 TAB,10TAB,CORONA REMIDIES PVT.LTD,,,141.5
21710,LAYERR WOTTAGIRL,135ML,OTHERS,,,195
7381,BORNVIT CAP,30CAP,SUNCURE,,,499
317731076,BRITZILAM SR 200 TAB,10TAB,TORRENT,,,499
314031104,CALDILOSE GREEN GRANULES 15G,15GM,CADILA HEALTHCARE LTD,,,46.5
16885,CALODIN 10ML EYE DROP,10ML,SYNTHO,,,77
25264,CAROSHAN K2,10TAB,DRIGHYAM PHARMACEUTICALS,,,240
16132,CEFIX -200MG TAB,10TAB,CIPLA GENRIC,,,107.74
320431114,CLARIBID GRANULES 125MG,30ML,ABBOTT INDIA LIMITED,,,138.09
332831079,COSVATE GM ++CREAM 20GM,20GM,Oaknet Healthcare Pvt Ltd,,,73.95
6362,LEVOSIZ-M KID TAB,10TAB,SYSTOPIC,,,38
314031103,DILGEL 30GM,30GM,CADILA HEALTHCARE LTD,,,107.4
28984,DIVAWAVE OD 250,10TAB,AXONWAVE PHARMACEUTICALS,,,0
24209,DS ACNE F/W,100GM,ADONIS PHYTOCEUTICALS PVT. LTD,,,430
317731065,ENCELIN DM 100/10/1000 TAB,10TAB,TORRENT,,,209
28391,ENZYSWIFT SYP 200ML,200ML,INSUTIK PHARMACEUTICALS PVT.LT,,,120
315531138,EPNONE T 10 TAB,10TAB,MSN LABORATORIES,,,230.58
15903,LIFEBUOY TOTAL 10 H.W 190ML,190ML,LIFEBUOY,,,85
29708,ESCIGRESS 40MG TAB,10TAB,LA RENON HEALTHCARE,,,99
29710,ESCIGRESS L CAP,10TAB,LA RENON HEALTHCARE,,,245
326330353,FLUVOXINE CR 50 TAB,10TAB,SUN PHARMA 2,,,195
8687,FML LIQUIFILM E/D,5ML,ALLERGAN INDIA PVT LTD,,,167.92
31149,FRIENDOFER XT SYP,150ML,FRIENDCURE PHARMACEUTICAL,,,149
318331144,GLUCORYL MV 1/0.2 TAB,15TAB,ALKEM,,,269
17317,LIQUID BASED HAND SANITIZER,100ML,OTHERS,,,0.01
29772,GLYAHA KOJ SOAP 75GM,75GM,MENARINI INDIA PVT LTD,,,175
30394,HEALACID O SYO 170ML,170ML,Ultimate Healthcare,,,116.5
12844,LISTERINE MINT 80ML,80ML,JOHNSON & JOHNSON CONSUMER CAR,,,50
30141,LITHOLENT SR 400 TAB,10TAB,TALENT INDIA LTD,,,62.9
317730918,HEFCARD 50TAB,10TAB,TORRENT,,,290
30406,HESOTIL-500,10TAB,AXILGROW HEALTHCARE,,,595
28395,HITNVIT DROP 30ML,30ML,INSUTIK PHARMACEUTICALS PVT.LT,,,68
20623,INHALEX RESPULES,10TAB,CIPLA LTD,,,27.28
23487,KNEEROL OD,10TAB,CELL SALVE PHARMACEUTICALS,,,599
29858,KRIMEGA SOFTGEL CAP,10TAB,MOREPEN LABORATORIES LTD.,,,690
28363,LOPERLE LIP BALM 10GM,10GM,BRAWN COSMETICS & HERBALS PVT,,,45
316931105,L-CIN-OZ-SYP,60ML,LUPIN LTD,,,164.9
26862,LA SHIELD SUNSCREEN SPF 40 GEL 50GM,50GM,Glenmark Pharmaceuticals Ltd,,,790
28727,MAC OS SUSP 200ML,200ML,CORONA REMIDIES PVT.LTD,,,264
9622,MICROCEF 100 ORAL SUSP,30ML,MICRO,,,164
19362,MIGRABETA-TR 20 TAB,10TAB,ALKEM,,,35
350631168,MOFORX - KT EYE DROP,5ML,IRX PHARMACEUTICALS PVT. LTD.,,,170
12921,MOOV 15GM,15GM,RECKIT BENCKISER INDIA PVT LTD,,,75
23390,MOXICULE EYE OINT,5GM,OCURIS PHARMA,,,94
30397,MULTIMATE TAB,15TAB,Ultimate Healthcare,,,72
21909,LUKOSKIN KIT OINT. + ORAL LIQUID,100ML+75GM,AMIL PHARMACEUTICALS INDIA LTD,,,850
319131134,NEBILONG 10TAB,10TAB,MICRO,,,135
30194,NEUROBION ALFA,20TAB,PROCTER AND GAMBLE HEALTHCARE LTD,,,337.7
25032,NFLOX TZ 10TAB,10TAB,CIPLA GENRIC,,,107.5
314031026,NODON AM 2.5 TAB,10 TAB,CADILA HEALTHCARE LTD,,,110.5
351830863,OCUWIPES AT WET WIPES 10 TAB,10TAB,NEOMEDIX HEALTHCARE LTD.,,,245
318331136,OLEASOFT MAX CREAM 150GM,150GM,ALKEM,,,464
318331196,OLESOFT  PH 5.5 SOAP 75GM,75GM,ALKEM,,,180
9548,OLSAR CH 40/12.5 TAB,10TAB,TORRENT,,,223.35
23505,ONOFF 200MG,10TAB,RANABXY GENRIC,,,75
29482,OPTICOOL EYE DROP,10ML,ENTOD PHARMACEUTICALS LTD,,,109
8824,ORALB BRUSH,1TAB,PROCTER AND GAMBLE,,,20
19985,OXUM SPRAY 100ML,100ML,ALKEM,,,266
27961,P ZIDE 1000MG,10TAB,CADILA HEALTHCARE LTD,,,109.91
28109,PEDIASURE VANILLA 400GM JAR,400GM,ABBOTT NUTRA,,,725
28593,PENTOMEK-L CAP,10CAP,SUNMECK PHARMA PRIVATE LIMITED,,,225
350031118,PREGABEL M CAP,10CAP,KNOLL PHARMACETICALS LTD,,,172.5
24600,PS-MITE 30GMS,30GMS,SANSTUTI PHARMACEUTICALS,,,54
16130,RABESEC LS CAP,10CAP,CIPLA GENRIC,,,199.65
20288,RANX 1000 TAB,10TAB,TORRENT,,,219.4
345230301,ROCKCEF 500 TAB,4TAB,AAREEN HEALTHCARE PVT LTD,,,219.6
17397,ROSULESS GOLD 20CAP,15CAP,CORONA REMIDIES PVT.LTD,,,327.15
20638,RUMALEF 10 TAB,30TAB,ZYDUS CADILA HEALTHCARE LTD,,,244.8
12701,SENSODYNE REPAIR & PROTECT 100GM,100GM,GALAXO SMITH KLINE OTC,,,235
17987,SERTIMA 50 TAB,15TAB,INTAS PHARMACEUTICALS,,,105
22865,SPARACID O ORAL SUSP.,200ML,DR. REDDY LABORATORIES LTD,,,257.25
16169,SUHAGRA 50 TAB,4TAB,CIPLA GENRIC,,,121
14119,THYROWEL SOFTGEL CAP,10CAP,ABBOTT INDIA LIMITED,,,152.84
27110,TIDE 40 ALU-PVC TAB,10TAB,TORRENT,,,179
28419,TIK LIV-M 60ML,60ML,INSUTIK PHARMACEUTICALS PVT.LT,,,75
15993,MANFORCE GAME CONDOMS,3PCS,MANKIND OTC,,,30
27159,TOLOL H 50 TAB,10TAB,TORRENT,,,110.4
6239,TRI-OLMETOR 40 TAB,15TAB,TORRENT,,,280.55
13132,TRINERVE SOFTGEL,10TAB,ALKEM,,,155
30398,U-COX MR,10TAB,Ultimate Healthcare,,,168
30400,ULIZYME FORTE SYP 200ML,200ML,Ultimate Healthcare,,,160
24791,VCITRA-L,15TAB,Voiceover Pharmaceuticals,,,220
18289,VIDAGLO-M 50/500 TAB,10TAB,MEDLEY PHARMACEUTICALS LTD,,,83
350531119,VOGLIBOZ 0.3 TAB,10TAB,MEDLEY PHARMACEUTICALS LTD,,,110
24795,VOXICLAV 625MG,10TAB,Voiceover Pharmaceuticals,,,223
9302,XGAIN SHAMPOO 100ML,100ML,CIPLA LTD,,,414.75
30288,MAXGALIN M ER 75MG,10TAB,SUN PHARMA 2,,,169
22509,ZEROGERD DSR CAP,10CAP,MEDSTRY BIOTECH,,,119
17589,ZORYL 0.5 TAB,10TAB,INTAS PHARMACEUTICALS,,,100
8541,MAXIFLO 250 ROTACAP,30CAP,CIPLA LTD,,,452.71
21503,ZOXAN EYE OINT.,10GM,FDC LTD.,,,13.86
30389,AIRWIN BF-200CAP,30CAP,Ultimate Healthcare,,,184
9056,AMODEP TMH TAB,10TAB,FDC LTD.,,,79.75
16835,ANSUPER PLUS CAP,10CAP,AN PHARMACEUTICALS,,,242
28982,ATA-MONT TABLET,10TAB,FDC LTD.,,,108.9
30543,BISOT-5TAB,10TAB,MICRO,,,150
27695,BRIV+ TABLETS 75MG,10TAB,DR. REDDY LABORATORIES LTD,,,242
24909,CCS GEL 10GM,10GM,OPTHO REMIDES,,,167.48
29767,DEWDERM LOTION MOIS. 200GM,200GM,MENARINI INDIA PVT LTD,,,435
23232,DIVAWAVE OD 500,10TAB,AXONWAVE PHARMACEUTICALS,,,135
10680,FLUTIFLO NASAL SPRAY,10ML,LUPIN LTD,,,391.1
24642,GLARE GLOW FACE WASH 100GM,100GM,SANSTUTI PHARMACEUTICALS,,,295
29839,GLIAREN D TAB,10TAB,LA RENON HEALTHCARE,,,179
10995,GLIMISAVE MV 3.3 TAB,15TAB,ERIS PHARMA,,,152.25
30388,GLURA M XR 1000 MG,15TAB,ERIS PHARMA,,,180
30552,INSTARAFT SYP 200ML,200ML,SUN PHARMA 2,,,199
16378,IODEX ULTRA GEL15GM,15GM,GALAXO SMITH KLINE OTC,,,65
13065,LETROHOPE 2.5 TAB,5TAB,MANKIND,,,118.26
29900,LEVILEX 750MG TAB,10TAB,MSN LABORATORIES,,,187.46
29929,LURATA 80MG TAB,10S,MSN LABORATORIES,,,298
15303,METRIDE 2 TAB,15TAB,TORRENT,,,159.5
14116,MISTY GEL,10ML,NRI,,,130
24612,MELA-G FORTE 10TAB,10TAB,SANSTUTI PHARMACEUTICALS,,,550
15304,MODLIP ASG 75 CAP,10CAP,TORRENT,,,41.15
30709,MELASURE EMUGEL  20GM,20GM,TALENT INDIA LTD,,,375
20351,MELBILD SOLUTION,5ML,ALKEM,,,1040
6922,MELGAIN LOTION 2ML,2ML,ZYDUS CADILA HEALTHCARE LTD,,,490
13868,NORMET SYP,60ML,ZUVENTUS,,,57.95
318331191,MELTOLAN-10 TAB,10TAB,ALKEM,,,95.5
24025,NVM  M12 OD,10TAB,SEAGULL LABORATORIES PVT LTD,,,90
18657,OLEANZ RT 10 TAB,10TAB,SUN PHARMA 2,,,91
26654,OMEFLEX E TAB,10TAB,AXONWAVE PHARMACEUTICALS,,,325
28882,PEDIASURE CHOCO 200GM JAR,200GM,ABBOTT NUTRA,,,390
10433,PROLUTON DEPOT INJ 250MG,1ML,CADILA HEALTHCARE LTD,,,230.5
24629,PS-MITE SOAP 75G,75GM,SANSTUTI PHARMACEUTICALS,,,95
23245,RABWAVE D CAP,10CAP,AXONWAVE PHARMACEUTICALS,,,128
319431093,RICONIA LP BOTTLE,30TAB,RANBAXY,,,176
29568,MET XL H 50/12.5 MG TAB,20TAB,AJANTA PHARMA LTD,,,177
12700,SENSODYNE RAPID RELIEF 40GM,40GM,GALAXO SMITH KLINE OTC,,,95
9075,SIMYL MCT OIL,100ML,FDC LTD.,,,275
30599,SITAGLO MSR 100MG/500MG 15TAB,15TAB,ARISTO,,,193.5
30600,SITAGLO MSR FORTE 100MG/1000MG 15TAB,15TAB,ARISTO,,,208.5
28401,TIKLIV-AF 15ML,15ML,INSUTIK PHARMACEUTICALS PVT.LT,,,49.5
27561,TONE N GLO 100 GM,100GM,INTAS PHARMACEUTICALS,,,338
50030887,TOP MF LOTION 150ML,150ML,SYSTOPIC,,,249
11459,MEZOL EYE DROP,10ML,SYNTHO,,,82
29907,ALKAPAC SYRUP CARDAMOM,100ML,MSN LABORATORIES,,,175
30602,AMBRION SYP 90ML,90ML,MEDSHINE PHARMACEUTICALS,,,90
24808,ASILIV-DS,200ML,DEVANN PHARMACEUTICALS,,,139
319431164,AZTOFA 5MG TAB,10TAB,RANBAXY,,,384
29735,CETRILAK SOAP 75GM,75GM,MENARINI INDIA PVT LTD,,,75
23235,MIGRAWAVE PLUS 5,10TAB,AXONWAVE PHARMACEUTICALS,,,90
24639,DERMICEE LOTION 30ML,30ML,SANSTUTI PHARMACEUTICALS,,,124
22318,ESMOPEX DSR CAP,10CAP,NEUROPEX PHARMACEUTICAL,,,132
326330912,HEPTAGON SYP 200ML,200ML,SUN PHARMA 2,,,270
27211,KESHROCK ANTI HAIR FALL OIL,100ML,ASARVA LIFESCIENCES,,,318
28212,LACTIOL SYP 150ML,150ML,RLV LIFE SCIENCES PVT. LTD.,,,220
25921,LAMINO-GI (CHERRY FLV)200G,200GM,LA RENON HEALTHCARE,,,449
29894,LEVILEX 1000TAB,10TAB,MSN LABORATORIES,,,266.61
29868,MAXICEF O 100 OS 30ML,30ML,ARISTO,,,80.3
361030875,MAXOGOLD TAB,10TAB,MALOOK PHARMACEUTICALS,,,307
17905,MEDERMA GEL 10GM,10GM,WIN MEDICARE OTC,,,475
30227,MEDPRO A HAIR SERUM,60ML,MEDISTE PHARMA,,,1496
22319,MIGPEX TAB,10TAB,NEUROPEX PHARMACEUTICAL,,,130
23565,NEW DEWSOFT CREAM 150GM,150GM,TORRENT,,,495
29778,OCONA Z SOAP 50GM,50GM,MENARINI INDIA PVT LTD,,,107
29068,ODPEP D CAPULE,10CAP,MANKIND,,,0
14363,OLKEM 20H TAB,10TAB,ALKEM,,,238
15427,OLMARK 40 TAB,15TAB,INTAS PHARMACEUTICALS,,,300
16847,OSCARFLAM GEL,30GM,AN PHARMACEUTICALS,,,65
19600,OZOMET 500 TAB,15TAB,OZONE,,,26.77
2238,PIO M 15 TAB,15TAB,SYSTOPIC,,,70.5
16823,MINTOP YUVA SOLUTION 60ML,60ML,DR. REDDY LABORATORIES LTD,,,1011.25
14058,PRAMIPEX 0.5 TAB,10TAB,SUN PHARMA 2,,,155
28174,SODINOR DS TAB,10TAB,YTILIGA PHARMACEUTICALS,,,59
8220,SUMO-L PLUS SYP,60ML,ALKEM,,,67
24187,SUNBAN LOTION 60ML,60ML,H&H HEALTH CARE,,,375
14281,TOFF DC TAB,10TAB,MANKIND,,,56.95
22246,TRIOLSAR 6.25,10TAB,TORRENT,,,84.25
27329,VEBDOM SR CAP,10TAB,VEBLEN PHARMACEUTICAL PVT. LTD,,,109
7703,VOLIX M 0.2MG TAB,10TAB,RANBAXY,,,129
359129942,AGEFLUX GEL 170ML,170ML,AEGIS PERIGLOBE,,,100
14773,CLEARWAX EAR DROP,10ML,CIPLA GENRIC,,,73.15
27919,CURFIT TAB,10TAB,HEALTHICA PHARMACEUTICALS,,,649
16752,DIGEPLEX  SYP 200ML,200ML,PIRAMAL,,,144
27471,FIXDERMA MOISTURIZING CREAM 60GM,60GM,FIXDERMA INDIA PVT LTD,,,225
28402,G2 M 500TAB,10TAB,INSUTIK PHARMACEUTICALS PVT.LT,,,48
17753,HYDENT K MEDICATED ORAL GEL,100GM,ABBOTT HEALTH CARE,,,167.14
23941,LACTOCALAMINE GREEN 60 ML,60 ML,PIRAMAL,,,140
6752,MINOZ-BPO GEL,15GM,RANBAXY,,,435
7736,MINTOP FORTE 2% SOLUTION 120ML,120ML,DR. REDDY LABORATORIES LTD,,,680.5
8896,MOX 125 DRY SYP,60ML,RANBAXY,,,62
1948,NASOCLEAR  GEL,15GM,ZYDUS CADILA HEALTHCARE LTD,,,112.35
28418,MOMSUTIK CREAM 20GM,20GM,INSUTIK PHARMACEUTICALS PVT.LT,,,85
10197,NUPENTA TAB,15TAB,MACLEODS,,,82.5
26092,NUROGRAND OD CAP,10CAP,GRANDCURE HEALTHCARE PVT LTD,,,139.15
29779,OLEMESSA BABY MASSAGE OIL 100ML,100ML,MENARINI INDIA PVT LTD,,,150
319131069,PETRIL PLUS 15TAB,15TAB,MICRO,,,279
14375,PRAMIROL  SR 0.26 TAB,10TAB,INTAS PHARMACEUTICALS,,,110
22320,PREGAPEX NT,10TAB,NEUROPEX PHARMACEUTICAL,,,200
14857,REMO M 1000 TAB,15TAB,Glenmark Pharmaceuticals Ltd,,,174
1274,SENQUEL AD MOUTH WASH 200ML,200ML,DR. REDDY LABORATORIES LTD,,,134
11058,SENSOFORM DENTAL CREAM 120GM,120GM,INDOCO REMEDIES LTD,,,142
21359,MONOCEF O DROP,10ML,ARISTO,,,75
28997,SHECARE SYP 450ML,450ML,TECHNO PHARMA PVT LTD,,,182
30573,MONTEK FX 15TAB,15TAB,RANBAXY,,,278
25279,MONUROL SACHET 8 GM,3G,MODI & MUNDI,,,503
17488,SM FIBRO SOFTGEL CAP,20TAB,INDOCO REMEDIES LTD,,,270
22693,MOOV 35G,35GM,RECKIT BENCKISER INDIA PVT LTD,,,140
20515,TG-TOR 40 TAB,10TAB,TORRENT,,,216.5
30811,TORGLIP DM 100/10/500 TAB,10TAB,TORRENT,,,199
24647,TRETWIN 15GM,15GM,SANSTUTI PHARMACEUTICALS,,,125
29791,U.V AVO PRO 30SPF GEL 50GM,50GM,MENARINI INDIA PVT LTD,,,750
319130951,VALPRID CR 200 15TAB,15TAB,MICRO,,,103.5
11087,VICKS VAP,5GM,PROCTER AND GAMBLE,,,21
16035,VOLINI MAXX GEL 30GM,30GM,SUN PHARMA OTC,,,163
8895,MOX 250 REDIMIX,60ML,RANBAXY,,,100.25
24627,WELAPINE CREAM 20GM,20GM,SANSTUTI PHARMACEUTICALS,,,220
9200,ZEFU DRY SYP,30ML,FDC LTD.,,,158.25
10444,ZOLAX SR 0.5MG TAB,10TAB,INTAS PHARMACEUTICALS,,,42.5
15975,ACEMIZ S TAB,10TAB,LUPIN LTD,,,115.44
29493,ANTGABA NT 100 TAB,10TAB,ANTARES PHARMACEUTICALS PVT LT,,,0
26653,AXOSPIN 16,10TAB,AXONWAVE PHARMACEUTICALS,,,120
28386,BACIFOE OINT 10GM,10GM,INSUTIK PHARMACEUTICALS PVT.LT,,,160
27631,DERI ENZ TAB,10TAB,DERMAJOINT INDIA,,,550
24172,DERMADEW ALOE LOTION BIG 150ML,150ML,H&H HEALTH CARE,,,420
145,FLEXON SUSP 100ML,100ML,ARISTO,,,51.55
30218,GLUCY NANO  SHOT,5ML,MEDISTE PHARMA,,,155
351131015,HYLUFRESH EYE DROP,10ML,SAPIENT LABROTORIES LTD,,,390
28414,KUBMEF SYP 100ML,100ML,INSUTIK PHARMACEUTICALS PVT.LT,,,44.5
194,LIBOTRYP 5MG/12.5MG TAB,30TAB,DR. REDDY LABORATORIES LTD,,,130.5
24685,LIQUI D3 CAP 4TAB,4TAB,TROIKAA PHARMACEUTICALS LTD,,,146.6
26508,MANFORCE EPIC CONDOMS (PLEASURE),10PCS,MANKIND OTC,,,240
16996,MELAGLOW CREAM 30GM,30GM,ABBOTT HEALTH CARE,,,685
1694,MINOZ 50 TAB,10TAB,RANBAXY,,,285
7710,MINTOP EVA SOLUTION 60ML,60ML,DR. REDDY LABORATORIES LTD,,,984.75
27507,MULTIVITAMIN FACE MASK 100GM,100GM,FIXDERMA INDIA PVT LTD,,,1175
29184,MUCICHEK 600MG TAB,10TAB,PANZIN HEALTHCARE PVT.LTD,,,0
30323,MUMMUM SACHET 13.5GM,13.5GM,FDC LTD.,,,199
15034,MYOSONE PLUS TAB,10TAB,MACLEODS,,,83.5
24599,NADISOFT GEL 15GM,15GM,SANSTUTI PHARMACEUTICALS,,,195
